LocNumber,Loc,Date,Temp,Prec
108,서울,2017-09-07 19,24.3,
108,서울,2017-09-07 20,23.2,
108,서울,2017-09-07 21,22.6,
108,서울,2017-09-07 22,22.2,
108,서울,2017-09-07 23,22.0,
108,서울,2017-09-08 00,21.7,
108,서울,2017-09-08 01,21.5,
108,서울,2017-09-08 02,21.4,
108,서울,2017-09-08 03,21.1,
108,서울,2017-09-08 04,20.8,
108,서울,2017-09-08 05,20.5,
108,서울,2017-09-08 06,20.4,
108,서울,2017-09-08 07,20.5,
108,서울,2017-09-08 08,21.3,
108,서울,2017-09-08 09,22.9,
108,서울,2017-09-08 10,24.6,
108,서울,2017-09-08 11,26.0,
108,서울,2017-09-08 12,26.9,
108,서울,2017-09-08 13,27.8,
108,서울,2017-09-08 14,29.2,
108,서울,2017-09-08 15,29.6,
108,서울,2017-09-08 16,29.6,
108,서울,2017-09-08 17,29.0,
108,서울,2017-09-08 18,27.5,
108,서울,2017-09-08 19,25.5,
108,서울,2017-09-08 20,24.6,
108,서울,2017-09-08 21,23.5,
108,서울,2017-09-08 22,22.8,
108,서울,2017-09-08 23,22.6,
108,서울,2017-09-09 00,22.3,
108,서울,2017-09-09 01,21.8,
108,서울,2017-09-09 02,21.3,
108,서울,2017-09-09 03,20.7,
108,서울,2017-09-09 04,20.1,
108,서울,2017-09-09 05,19.7,
108,서울,2017-09-09 06,19.4,
108,서울,2017-09-09 07,19.2,
108,서울,2017-09-09 08,20.6,
108,서울,2017-09-09 09,22.6,
108,서울,2017-09-09 10,25.1,
108,서울,2017-09-09 11,26.6,
108,서울,2017-09-09 12,27.2,
108,서울,2017-09-09 13,27.4,
108,서울,2017-09-09 14,27.9,
108,서울,2017-09-09 15,28.2,
108,서울,2017-09-09 16,27.9,
108,서울,2017-09-09 17,28.0,
108,서울,2017-09-09 18,27.0,
108,서울,2017-09-09 19,25.5,
108,서울,2017-09-09 20,24.5,
108,서울,2017-09-09 21,23.6,
108,서울,2017-09-09 22,22.9,
108,서울,2017-09-09 23,22.4,
108,서울,2017-09-10 00,21.9,
108,서울,2017-09-10 01,21.2,
108,서울,2017-09-10 02,20.6,
108,서울,2017-09-10 03,20.5,
108,서울,2017-09-10 04,20.3,
108,서울,2017-09-10 05,20.0,
108,서울,2017-09-10 06,19.9,
108,서울,2017-09-10 07,20.4,
108,서울,2017-09-10 08,21.3,
108,서울,2017-09-10 09,22.4,
108,서울,2017-09-10 10,23.4,
108,서울,2017-09-10 11,24.4,
108,서울,2017-09-10 12,25.2,
108,서울,2017-09-10 13,25.5,
108,서울,2017-09-10 14,25.4,
108,서울,2017-09-10 15,26.0,
108,서울,2017-09-10 16,25.5,
108,서울,2017-09-10 17,25.2,
108,서울,2017-09-10 18,24.8,
108,서울,2017-09-10 19,24.2,
108,서울,2017-09-10 20,23.7,0.0
108,서울,2017-09-10 21,23.2,0.0
108,서울,2017-09-10 22,23.0,0.1
108,서울,2017-09-10 23,22.6,0.0
108,서울,2017-09-11 00,22.3,0.4
108,서울,2017-09-11 01,21.8,0.5
108,서울,2017-09-11 02,21.4,3.5
108,서울,2017-09-11 03,20.8,8.5
108,서울,2017-09-11 04,20.3,3.5
108,서울,2017-09-11 05,19.5,4.0
108,서울,2017-09-11 06,18.9,2.5
108,서울,2017-09-11 07,18.6,0.5
108,서울,2017-09-11 08,18.8,0.5
108,서울,2017-09-11 09,19.0,0.5
108,서울,2017-09-11 10,19.1,0.0
108,서울,2017-09-11 11,20.6,0.0
108,서울,2017-09-11 12,22.0,
108,서울,2017-09-11 13,22.2,
108,서울,2017-09-11 14,22.9,
108,서울,2017-09-11 15,23.8,
108,서울,2017-09-11 16,23.7,
108,서울,2017-09-11 17,24.5,
108,서울,2017-09-11 18,23.9,
108,서울,2017-09-11 19,23.0,
108,서울,2017-09-11 20,22.1,
108,서울,2017-09-11 21,21.4,
108,서울,2017-09-11 22,20.7,
108,서울,2017-09-11 23,20.1,
108,서울,2017-09-12 00,19.6,
108,서울,2017-09-12 01,19.4,
108,서울,2017-09-12 02,19.2,
108,서울,2017-09-12 03,18.8,
108,서울,2017-09-12 04,18.5,
108,서울,2017-09-12 05,18.2,
108,서울,2017-09-12 06,17.8,
108,서울,2017-09-12 07,17.7,
108,서울,2017-09-12 08,19.1,
108,서울,2017-09-12 09,21.8,
108,서울,2017-09-12 10,23.8,
108,서울,2017-09-12 11,24.8,
108,서울,2017-09-12 12,25.4,
108,서울,2017-09-12 13,26.5,
108,서울,2017-09-12 14,27.2,
108,서울,2017-09-12 15,27.1,
108,서울,2017-09-12 16,27.0,
108,서울,2017-09-12 17,26.7,
108,서울,2017-09-12 18,25.6,
108,서울,2017-09-12 19,23.6,
108,서울,2017-09-12 20,22.4,
108,서울,2017-09-12 21,21.3,
108,서울,2017-09-12 22,20.1,
108,서울,2017-09-12 23,19.5,
108,서울,2017-09-13 00,18.9,
108,서울,2017-09-13 01,18.3,
108,서울,2017-09-13 02,17.8,
108,서울,2017-09-13 03,17.4,
108,서울,2017-09-13 04,17.0,
108,서울,2017-09-13 05,16.6,
108,서울,2017-09-13 06,16.1,
108,서울,2017-09-13 07,16.1,
108,서울,2017-09-13 08,18.1,
108,서울,2017-09-13 09,20.4,
108,서울,2017-09-13 10,23.0,
108,서울,2017-09-13 11,24.3,
108,서울,2017-09-13 12,24.8,
108,서울,2017-09-13 13,25.3,
108,서울,2017-09-13 14,26.6,
108,서울,2017-09-13 15,26.8,
108,서울,2017-09-13 16,26.8,
108,서울,2017-09-13 17,26.7,
108,서울,2017-09-13 18,25.3,
108,서울,2017-09-13 19,23.1,
108,서울,2017-09-13 20,22.0,
108,서울,2017-09-13 21,21.2,
108,서울,2017-09-13 22,20.4,
108,서울,2017-09-13 23,19.6,
108,서울,2017-09-14 00,18.9,
108,서울,2017-09-14 01,17.9,
108,서울,2017-09-14 02,17.2,
108,서울,2017-09-14 03,16.8,
108,서울,2017-09-14 04,16.1,
108,서울,2017-09-14 05,15.2,
108,서울,2017-09-14 06,15.2,
108,서울,2017-09-14 07,15.2,
108,서울,2017-09-14 08,17.4,
108,서울,2017-09-14 09,20.7,
108,서울,2017-09-14 10,23.2,
108,서울,2017-09-14 11,25.3,
108,서울,2017-09-14 12,26.6,
108,서울,2017-09-14 13,27.5,
108,서울,2017-09-14 14,28.5,
108,서울,2017-09-14 15,29.1,
108,서울,2017-09-14 16,29.2,
108,서울,2017-09-14 17,28.1,
108,서울,2017-09-14 18,27.0,
108,서울,2017-09-14 19,24.7,
108,서울,2017-09-14 20,23.4,
108,서울,2017-09-14 21,22.6,
108,서울,2017-09-14 22,22.0,
108,서울,2017-09-14 23,21.3,
108,서울,2017-09-15 00,21.0,
108,서울,2017-09-15 01,20.5,
108,서울,2017-09-15 02,19.7,
108,서울,2017-09-15 03,19.3,
108,서울,2017-09-15 04,19.0,
108,서울,2017-09-15 05,18.4,
108,서울,2017-09-15 06,18.0,
108,서울,2017-09-15 07,18.0,
108,서울,2017-09-15 08,20.5,
108,서울,2017-09-15 09,22.9,
108,서울,2017-09-15 10,24.4,
108,서울,2017-09-15 11,25.1,
108,서울,2017-09-15 12,26.1,
108,서울,2017-09-15 13,26.7,
108,서울,2017-09-15 14,27.2,
108,서울,2017-09-15 15,27.6,
108,서울,2017-09-15 16,27.3,
108,서울,2017-09-15 17,26.8,
108,서울,2017-09-15 18,25.4,
108,서울,2017-09-15 19,24.0,
108,서울,2017-09-15 20,23.0,
108,서울,2017-09-15 21,21.8,
108,서울,2017-09-15 22,20.8,
108,서울,2017-09-15 23,20.0,
108,서울,2017-09-16 00,19.3,
108,서울,2017-09-16 01,18.8,
108,서울,2017-09-16 02,18.4,
108,서울,2017-09-16 03,18.0,
108,서울,2017-09-16 04,17.6,
108,서울,2017-09-16 05,17.4,
108,서울,2017-09-16 06,17.0,
108,서울,2017-09-16 07,16.8,
108,서울,2017-09-16 08,19.2,
108,서울,2017-09-16 09,21.3,
108,서울,2017-09-16 10,23.3,
108,서울,2017-09-16 11,24.7,
108,서울,2017-09-16 12,25.9,
108,서울,2017-09-16 13,26.8,
108,서울,2017-09-16 14,26.6,
108,서울,2017-09-16 15,27.2,
108,서울,2017-09-16 16,27.1,
108,서울,2017-09-16 17,26.6,
108,서울,2017-09-16 18,24.7,
108,서울,2017-09-16 19,23.6,
108,서울,2017-09-16 20,22.6,
108,서울,2017-09-16 21,21.8,
108,서울,2017-09-16 22,21.2,
108,서울,2017-09-16 23,20.6,
108,서울,2017-09-17 00,20.3,
108,서울,2017-09-17 01,19.7,
108,서울,2017-09-17 02,19.4,
108,서울,2017-09-17 03,19.4,
108,서울,2017-09-17 04,19.2,
108,서울,2017-09-17 05,19.0,
108,서울,2017-09-17 06,19.1,
108,서울,2017-09-17 07,19.5,
108,서울,2017-09-17 08,20.0,
108,서울,2017-09-17 09,21.8,
108,서울,2017-09-17 10,24.0,
108,서울,2017-09-17 11,25.6,
108,서울,2017-09-17 12,27.1,
108,서울,2017-09-17 13,28.0,
108,서울,2017-09-17 14,28.7,
108,서울,2017-09-17 15,29.2,
108,서울,2017-09-17 16,28.2,
108,서울,2017-09-17 17,28.4,
108,서울,2017-09-17 18,26.1,
108,서울,2017-09-17 19,24.1,
108,서울,2017-09-17 20,23.1,
108,서울,2017-09-17 21,22.2,
108,서울,2017-09-17 22,21.2,
108,서울,2017-09-17 23,20.3,
108,서울,2017-09-18 00,19.5,
108,서울,2017-09-18 01,18.8,
108,서울,2017-09-18 02,18.1,
108,서울,2017-09-18 03,17.6,
108,서울,2017-09-18 04,17.2,
108,서울,2017-09-18 05,16.9,
108,서울,2017-09-18 06,16.6,
108,서울,2017-09-18 07,16.5,
108,서울,2017-09-18 08,18.3,
108,서울,2017-09-18 09,21.4,
108,서울,2017-09-18 10,23.5,
108,서울,2017-09-18 11,24.4,
108,서울,2017-09-18 12,25.9,
108,서울,2017-09-18 13,26.6,
108,서울,2017-09-18 14,27.0,
108,서울,2017-09-18 15,27.4,
108,서울,2017-09-18 16,27.0,
108,서울,2017-09-18 17,25.9,
108,서울,2017-09-18 18,24.2,
108,서울,2017-09-18 19,23.0,
108,서울,2017-09-18 20,22.2,
108,서울,2017-09-18 21,21.5,
108,서울,2017-09-18 22,21.0,
108,서울,2017-09-18 23,20.9,
108,서울,2017-09-19 00,20.7,
108,서울,2017-09-19 01,20.6,
108,서울,2017-09-19 02,20.3,
108,서울,2017-09-19 03,20.2,
108,서울,2017-09-19 04,20.4,
108,서울,2017-09-19 05,20.4,
108,서울,2017-09-19 06,20.3,
108,서울,2017-09-19 07,20.5,
108,서울,2017-09-19 08,20.9,
108,서울,2017-09-19 09,22.2,
108,서울,2017-09-19 10,23.6,
108,서울,2017-09-19 11,24.1,
108,서울,2017-09-19 12,23.9,
108,서울,2017-09-19 13,24.8,
108,서울,2017-09-19 14,25.2,
108,서울,2017-09-19 15,25.5,
108,서울,2017-09-19 16,25.6,
108,서울,2017-09-19 17,25.3,
108,서울,2017-09-19 18,24.8,
108,서울,2017-09-19 19,24.4,
108,서울,2017-09-19 20,24.3,
108,서울,2017-09-19 21,23.3,4.0
108,서울,2017-09-19 22,22.2,4.0
108,서울,2017-09-19 23,20.9,
108,서울,2017-09-20 00,20.6,
108,서울,2017-09-20 01,19.6,
108,서울,2017-09-20 02,18.3,
108,서울,2017-09-20 03,17.5,
108,서울,2017-09-20 04,16.4,
108,서울,2017-09-20 05,15.2,
108,서울,2017-09-20 06,14.4,
108,서울,2017-09-20 07,14.3,
108,서울,2017-09-20 08,16.1,
108,서울,2017-09-20 09,17.6,
108,서울,2017-09-20 10,19.2,
108,서울,2017-09-20 11,20.6,
108,서울,2017-09-20 12,21.7,
108,서울,2017-09-20 13,22.6,
108,서울,2017-09-20 14,23.1,
108,서울,2017-09-20 15,24.8,
108,서울,2017-09-20 16,23.9,
108,서울,2017-09-20 17,23.7,
108,서울,2017-09-20 18,22.7,
108,서울,2017-09-20 19,20.8,
108,서울,2017-09-20 20,20.0,
108,서울,2017-09-20 21,19.8,
108,서울,2017-09-20 22,19.1,
108,서울,2017-09-20 23,18.5,
108,서울,2017-09-21 00,17.7,
108,서울,2017-09-21 01,16.7,
108,서울,2017-09-21 02,16.1,
108,서울,2017-09-21 03,15.7,
108,서울,2017-09-21 04,15.2,
108,서울,2017-09-21 05,14.8,
108,서울,2017-09-21 06,14.4,
108,서울,2017-09-21 07,14.5,
108,서울,2017-09-21 08,16.9,
108,서울,2017-09-21 09,19.0,
108,서울,2017-09-21 10,21.1,
108,서울,2017-09-21 11,23.0,
108,서울,2017-09-21 12,23.9,
108,서울,2017-09-21 13,24.7,
108,서울,2017-09-21 14,26.3,
108,서울,2017-09-21 15,26.6,
108,서울,2017-09-21 16,26.8,
108,서울,2017-09-21 17,26.4,
108,서울,2017-09-21 18,24.9,
108,서울,2017-09-21 19,22.5,
108,서울,2017-09-21 20,21.1,
108,서울,2017-09-21 21,20.3,
108,서울,2017-09-21 22,19.4,
108,서울,2017-09-21 23,18.5,
108,서울,2017-09-22 00,17.5,
108,서울,2017-09-22 01,17.0,
108,서울,2017-09-22 02,16.4,
108,서울,2017-09-22 03,16.2,
108,서울,2017-09-22 04,15.9,
108,서울,2017-09-22 05,15.6,
108,서울,2017-09-22 06,15.4,
108,서울,2017-09-22 07,15.6,
108,서울,2017-09-22 08,17.2,
108,서울,2017-09-22 09,20.0,
108,서울,2017-09-22 10,21.7,
108,서울,2017-09-22 11,23.7,
108,서울,2017-09-22 12,24.9,
108,서울,2017-09-22 13,25.4,
108,서울,2017-09-22 14,26.2,
108,서울,2017-09-22 15,26.4,
108,서울,2017-09-22 16,26.7,
108,서울,2017-09-22 17,25.4,
108,서울,2017-09-22 18,23.9,
108,서울,2017-09-22 19,22.0,
108,서울,2017-09-22 20,20.8,
108,서울,2017-09-22 21,20.0,
108,서울,2017-09-22 22,19.5,
108,서울,2017-09-22 23,19.0,
108,서울,2017-09-23 00,18.3,
108,서울,2017-09-23 01,18.0,
108,서울,2017-09-23 02,17.7,
108,서울,2017-09-23 03,17.6,
108,서울,2017-09-23 04,18.0,
108,서울,2017-09-23 05,18.7,
108,서울,2017-09-23 06,18.7,
108,서울,2017-09-23 07,18.7,0.0
108,서울,2017-09-23 08,19.3,
108,서울,2017-09-23 09,20.5,
108,서울,2017-09-23 10,21.5,
108,서울,2017-09-23 11,23.1,
108,서울,2017-09-23 12,25.1,
108,서울,2017-09-23 13,25.8,
108,서울,2017-09-23 14,27.0,
108,서울,2017-09-23 15,26.9,
108,서울,2017-09-23 16,26.9,
108,서울,2017-09-23 17,26.3,
108,서울,2017-09-23 18,24.8,
108,서울,2017-09-23 19,23.2,
108,서울,2017-09-23 20,22.0,
108,서울,2017-09-23 21,21.4,
108,서울,2017-09-23 22,21.1,
108,서울,2017-09-23 23,20.5,
108,서울,2017-09-24 00,19.7,
108,서울,2017-09-24 01,19.3,
108,서울,2017-09-24 02,19.1,
108,서울,2017-09-24 03,18.8,
108,서울,2017-09-24 04,18.9,
108,서울,2017-09-24 05,18.8,
108,서울,2017-09-24 06,18.9,
108,서울,2017-09-24 07,19.2,
108,서울,2017-09-24 08,19.8,
108,서울,2017-09-24 09,20.7,
108,서울,2017-09-24 10,22.4,
108,서울,2017-09-24 11,23.8,
108,서울,2017-09-24 12,25.8,
108,서울,2017-09-24 13,27.7,
108,서울,2017-09-24 14,27.7,
108,서울,2017-09-24 15,27.6,
108,서울,2017-09-24 16,26.6,
108,서울,2017-09-24 17,25.8,0.0
108,서울,2017-09-24 18,25.0,
108,서울,2017-09-24 19,23.8,
108,서울,2017-09-24 20,23.4,
108,서울,2017-09-24 21,22.6,0.0
108,서울,2017-09-24 22,21.2,
108,서울,2017-09-24 23,20.4,
108,서울,2017-09-25 00,19.8,
108,서울,2017-09-25 01,19.3,
108,서울,2017-09-25 02,19.2,
108,서울,2017-09-25 03,18.8,
108,서울,2017-09-25 04,18.5,
108,서울,2017-09-25 05,18.0,
108,서울,2017-09-25 06,17.5,
108,서울,2017-09-25 07,17.5,
108,서울,2017-09-25 08,19.3,
108,서울,2017-09-25 09,21.5,
108,서울,2017-09-25 10,24.1,
108,서울,2017-09-25 11,25.8,
108,서울,2017-09-25 12,26.9,
108,서울,2017-09-25 13,28.7,
108,서울,2017-09-25 14,29.0,
108,서울,2017-09-25 15,29.8,
108,서울,2017-09-25 16,29.6,
108,서울,2017-09-25 17,29.0,
108,서울,2017-09-25 18,27.4,
108,서울,2017-09-25 19,25.5,
108,서울,2017-09-25 20,24.4,
108,서울,2017-09-25 21,23.7,
108,서울,2017-09-25 22,22.8,
108,서울,2017-09-25 23,22.0,
108,서울,2017-09-26 00,21.7,
108,서울,2017-09-26 01,21.3,
108,서울,2017-09-26 02,20.8,
108,서울,2017-09-26 03,20.4,
108,서울,2017-09-26 04,19.9,
108,서울,2017-09-26 05,19.8,
108,서울,2017-09-26 06,19.5,
108,서울,2017-09-26 07,19.5,
108,서울,2017-09-26 08,20.8,
108,서울,2017-09-26 09,23.0,
108,서울,2017-09-26 10,24.9,
108,서울,2017-09-26 11,26.5,
108,서울,2017-09-26 12,28.7,
108,서울,2017-09-26 13,29.3,
108,서울,2017-09-26 14,30.7,
108,서울,2017-09-26 15,31.1,
108,서울,2017-09-26 16,30.4,
108,서울,2017-09-26 17,,
108,서울,2017-09-26 18,27.9,
108,서울,2017-09-26 19,26.4,
108,서울,2017-09-26 20,25.9,
108,서울,2017-09-26 21,25.5,0.0
108,서울,2017-09-26 22,25.0,0.0
108,서울,2017-09-26 23,24.6,0.0
108,서울,2017-09-27 00,24.3,0.0
108,서울,2017-09-27 01,24.1,0.0
108,서울,2017-09-27 02,23.8,0.0
108,서울,2017-09-27 03,23.2,0.5
108,서울,2017-09-27 04,22.8,0.0
108,서울,2017-09-27 05,22.3,0.0
108,서울,2017-09-27 06,21.6,0.0
108,서울,2017-09-27 07,20.9,0.0
108,서울,2017-09-27 08,21.0,
108,서울,2017-09-27 09,21.1,0.0
108,서울,2017-09-27 10,22.2,0.0
108,서울,2017-09-27 11,23.1,0.0
108,서울,2017-09-27 12,22.7,0.0
108,서울,2017-09-27 13,23.8,
108,서울,2017-09-27 14,25.9,
108,서울,2017-09-27 15,27.1,
108,서울,2017-09-27 16,26.2,
108,서울,2017-09-27 17,25.3,
108,서울,2017-09-27 18,24.8,
108,서울,2017-09-27 19,23.6,
108,서울,2017-09-27 20,22.5,
108,서울,2017-09-27 21,21.5,
108,서울,2017-09-27 22,20.8,
108,서울,2017-09-27 23,20.4,
108,서울,2017-09-28 00,19.9,
108,서울,2017-09-28 01,19.5,
108,서울,2017-09-28 02,19.1,
108,서울,2017-09-28 03,18.8,
108,서울,2017-09-28 04,18.5,
108,서울,2017-09-28 05,17.8,
108,서울,2017-09-28 06,17.1,
108,서울,2017-09-28 07,16.6,
108,서울,2017-09-28 08,17.7,
108,서울,2017-09-28 09,19.2,
108,서울,2017-09-28 10,20.9,
108,서울,2017-09-28 11,22.1,
108,서울,2017-09-28 12,23.0,
108,서울,2017-09-28 13,24.1,
108,서울,2017-09-28 14,24.9,
108,서울,2017-09-28 15,24.1,
108,서울,2017-09-28 16,23.8,
108,서울,2017-09-28 17,22.6,
108,서울,2017-09-28 18,20.4,
108,서울,2017-09-28 19,19.1,
108,서울,2017-09-28 20,18.3,
108,서울,2017-09-28 21,16.6,
108,서울,2017-09-28 22,15.7,
108,서울,2017-09-28 23,14.7,
108,서울,2017-09-29 00,14.3,
108,서울,2017-09-29 01,13.9,
108,서울,2017-09-29 02,13.8,
108,서울,2017-09-29 03,13.1,
108,서울,2017-09-29 04,12.3,
108,서울,2017-09-29 05,11.7,
108,서울,2017-09-29 06,11.4,
108,서울,2017-09-29 07,11.3,
108,서울,2017-09-29 08,13.4,
108,서울,2017-09-29 09,16.7,
108,서울,2017-09-29 10,18.7,
108,서울,2017-09-29 11,20.4,
108,서울,2017-09-29 12,22.0,
108,서울,2017-09-29 13,22.7,
108,서울,2017-09-29 14,23.0,
108,서울,2017-09-29 15,22.4,
108,서울,2017-09-29 16,21.3,
108,서울,2017-09-29 17,20.4,
108,서울,2017-09-29 18,19.5,
108,서울,2017-09-29 19,18.4,
108,서울,2017-09-29 20,17.9,
108,서울,2017-09-29 21,17.6,
108,서울,2017-09-29 22,17.3,
108,서울,2017-09-29 23,17.0,
108,서울,2017-09-30 00,16.6,
108,서울,2017-09-30 01,16.7,
108,서울,2017-09-30 02,16.6,
108,서울,2017-09-30 03,16.5,
108,서울,2017-09-30 04,16.2,
108,서울,2017-09-30 05,15.5,
108,서울,2017-09-30 06,14.9,
108,서울,2017-09-30 07,14.7,
108,서울,2017-09-30 08,16.0,
108,서울,2017-09-30 09,17.6,
108,서울,2017-09-30 10,20.8,
108,서울,2017-09-30 11,22.5,
108,서울,2017-09-30 12,22.6,
108,서울,2017-09-30 13,23.3,
108,서울,2017-09-30 14,23.5,
108,서울,2017-09-30 15,25.7,
108,서울,2017-09-30 16,25.3,
108,서울,2017-09-30 17,25.0,
108,서울,2017-09-30 18,23.7,
108,서울,2017-09-30 19,22.3,
108,서울,2017-09-30 20,21.5,
108,서울,2017-09-30 21,20.3,
108,서울,2017-09-30 22,19.7,
108,서울,2017-09-30 23,19.1,
