지점번호,지점,일시,기온,강수량
108,서울,2017-06-08 09,18.4,
108,서울,2017-06-08 10,20.4,
108,서울,2017-06-08 11,22.0,
108,서울,2017-06-08 12,23.3,
108,서울,2017-06-08 13,24.7,
108,서울,2017-06-08 14,25.5,
108,서울,2017-06-08 15,25.5,
108,서울,2017-06-08 16,24.6,
108,서울,2017-06-08 17,24.3,
108,서울,2017-06-08 18,23.1,
108,서울,2017-06-08 19,22.0,
108,서울,2017-06-08 20,20.7,
108,서울,2017-06-08 21,20.1,
108,서울,2017-06-08 22,19.8,
108,서울,2017-06-08 23,19.3,
108,서울,2017-06-09 00,18.8,
108,서울,2017-06-09 01,18.3,
108,서울,2017-06-09 02,18.2,
108,서울,2017-06-09 03,18.3,
108,서울,2017-06-09 04,18.1,
108,서울,2017-06-09 05,18.1,
108,서울,2017-06-09 06,18.3,
108,서울,2017-06-09 07,18.3,0.1
108,서울,2017-06-09 08,18.9,0.0
108,서울,2017-06-09 09,20.1,0.0
108,서울,2017-06-09 10,21.9,0.0
108,서울,2017-06-09 11,22.0,
108,서울,2017-06-09 12,23.3,
108,서울,2017-06-09 13,24.2,
108,서울,2017-06-09 14,25.4,
108,서울,2017-06-09 15,25.0,
108,서울,2017-06-09 16,23.3,0.0
108,서울,2017-06-09 17,24.1,0.0
108,서울,2017-06-09 18,23.2,
108,서울,2017-06-09 19,22.1,
108,서울,2017-06-09 20,21.5,
108,서울,2017-06-09 21,20.9,
108,서울,2017-06-09 22,20.6,
108,서울,2017-06-09 23,20.2,
108,서울,2017-06-10 00,20.1,
108,서울,2017-06-10 01,19.9,
108,서울,2017-06-10 02,19.4,
108,서울,2017-06-10 03,19.0,
108,서울,2017-06-10 04,18.9,0.0
108,서울,2017-06-10 05,18.7,0.5
108,서울,2017-06-10 06,17.7,3.0
108,서울,2017-06-10 07,16.7,1.0
108,서울,2017-06-10 08,17.0,0.0
108,서울,2017-06-10 09,17.5,
108,서울,2017-06-10 10,18.9,
108,서울,2017-06-10 11,20.9,
108,서울,2017-06-10 12,23.0,
108,서울,2017-06-10 13,24.3,
108,서울,2017-06-10 14,25.6,
108,서울,2017-06-10 15,26.8,
108,서울,2017-06-10 16,27.1,
108,서울,2017-06-10 17,27.3,
108,서울,2017-06-10 18,27.2,
108,서울,2017-06-10 19,25.9,
108,서울,2017-06-10 20,23.7,
108,서울,2017-06-10 21,22.0,
108,서울,2017-06-10 22,20.9,
108,서울,2017-06-10 23,19.9,
108,서울,2017-06-11 00,18.7,
108,서울,2017-06-11 01,17.5,
108,서울,2017-06-11 02,16.8,
108,서울,2017-06-11 03,16.2,
108,서울,2017-06-11 04,15.6,
108,서울,2017-06-11 05,15.2,
108,서울,2017-06-11 06,14.9,
108,서울,2017-06-11 07,16.6,
108,서울,2017-06-11 08,19.7,
108,서울,2017-06-11 09,22.4,
108,서울,2017-06-11 10,24.3,
108,서울,2017-06-11 11,26.0,
108,서울,2017-06-11 12,27.2,
108,서울,2017-06-11 13,28.0,
108,서울,2017-06-11 14,28.0,
108,서울,2017-06-11 15,28.4,
108,서울,2017-06-11 16,29.2,
108,서울,2017-06-11 17,29.2,
108,서울,2017-06-11 18,28.3,
108,서울,2017-06-11 19,26.7,
108,서울,2017-06-11 20,24.9,
108,서울,2017-06-11 21,23.7,
108,서울,2017-06-11 22,22.8,
108,서울,2017-06-11 23,21.7,
108,서울,2017-06-12 00,20.9,
108,서울,2017-06-12 01,20.0,
108,서울,2017-06-12 02,19.1,
108,서울,2017-06-12 03,18.3,
108,서울,2017-06-12 04,17.6,
108,서울,2017-06-12 05,17.2,
108,서울,2017-06-12 06,17.0,
108,서울,2017-06-12 07,18.1,
108,서울,2017-06-12 08,20.2,
108,서울,2017-06-12 09,21.7,
108,서울,2017-06-12 10,23.6,
108,서울,2017-06-12 11,24.8,
108,서울,2017-06-12 12,26.1,
108,서울,2017-06-12 13,26.5,
108,서울,2017-06-12 14,27.8,
108,서울,2017-06-12 15,27.3,
108,서울,2017-06-12 16,27.8,
108,서울,2017-06-12 17,27.6,
108,서울,2017-06-12 18,25.9,
108,서울,2017-06-12 19,23.9,
108,서울,2017-06-12 20,21.4,
108,서울,2017-06-12 21,20.8,
108,서울,2017-06-12 22,20.3,
108,서울,2017-06-12 23,20.0,
108,서울,2017-06-13 00,20.0,
108,서울,2017-06-13 01,19.4,
108,서울,2017-06-13 02,19.2,
108,서울,2017-06-13 03,19.0,
108,서울,2017-06-13 04,18.7,
108,서울,2017-06-13 05,18.3,
108,서울,2017-06-13 06,18.6,
108,서울,2017-06-13 07,19.3,
108,서울,2017-06-13 08,20.6,
108,서울,2017-06-13 09,22.3,
108,서울,2017-06-13 10,23.3,
108,서울,2017-06-13 11,23.0,
108,서울,2017-06-13 12,24.6,
108,서울,2017-06-13 13,25.2,
108,서울,2017-06-13 14,25.2,
108,서울,2017-06-13 15,25.4,
108,서울,2017-06-13 16,25.2,
108,서울,2017-06-13 17,24.3,
108,서울,2017-06-13 18,22.8,
108,서울,2017-06-13 19,21.6,
108,서울,2017-06-13 20,20.2,
108,서울,2017-06-13 21,20.0,0.0
108,서울,2017-06-13 22,19.7,0.0
108,서울,2017-06-13 23,19.4,
108,서울,2017-06-14 00,19.2,
108,서울,2017-06-14 01,18.9,
108,서울,2017-06-14 02,18.3,
108,서울,2017-06-14 03,18.3,
108,서울,2017-06-14 04,17.9,
108,서울,2017-06-14 05,17.8,
108,서울,2017-06-14 06,17.8,
108,서울,2017-06-14 07,18.6,
108,서울,2017-06-14 08,19.6,
108,서울,2017-06-14 09,21.2,
108,서울,2017-06-14 10,22.5,
108,서울,2017-06-14 11,23.7,
108,서울,2017-06-14 12,24.6,
108,서울,2017-06-14 13,25.9,
108,서울,2017-06-14 14,26.6,
108,서울,2017-06-14 15,26.8,
108,서울,2017-06-14 16,26.7,
108,서울,2017-06-14 17,26.1,
108,서울,2017-06-14 18,25.2,
108,서울,2017-06-14 19,23.9,
108,서울,2017-06-14 20,21.8,
108,서울,2017-06-14 21,21.1,
108,서울,2017-06-14 22,20.6,
108,서울,2017-06-14 23,20.2,
108,서울,2017-06-15 00,19.5,
108,서울,2017-06-15 01,19.1,
108,서울,2017-06-15 02,18.8,
108,서울,2017-06-15 03,18.5,
108,서울,2017-06-15 04,18.2,
108,서울,2017-06-15 05,18.1,
108,서울,2017-06-15 06,18.0,
108,서울,2017-06-15 07,18.3,
108,서울,2017-06-15 08,19.3,
108,서울,2017-06-15 09,20.8,
108,서울,2017-06-15 10,22.7,
108,서울,2017-06-15 11,24.5,
108,서울,2017-06-15 12,26.6,
108,서울,2017-06-15 13,28.6,
108,서울,2017-06-15 14,29.0,
108,서울,2017-06-15 15,29.4,
108,서울,2017-06-15 16,28.8,
108,서울,2017-06-15 17,28.5,
108,서울,2017-06-15 18,27.4,
108,서울,2017-06-15 19,26.1,
108,서울,2017-06-15 20,23.8,
108,서울,2017-06-15 21,22.8,
108,서울,2017-06-15 22,22.0,
108,서울,2017-06-15 23,21.7,
108,서울,2017-06-16 00,21.4,
108,서울,2017-06-16 01,21.1,
108,서울,2017-06-16 02,20.7,
108,서울,2017-06-16 03,20.4,
108,서울,2017-06-16 04,20.3,
108,서울,2017-06-16 05,20.1,
108,서울,2017-06-16 06,20.1,
108,서울,2017-06-16 07,20.9,
108,서울,2017-06-16 08,22.6,
108,서울,2017-06-16 09,24.4,
108,서울,2017-06-16 10,26.0,
108,서울,2017-06-16 11,27.6,
108,서울,2017-06-16 12,29.2,
108,서울,2017-06-16 13,30.3,
108,서울,2017-06-16 14,32.1,
108,서울,2017-06-16 15,32.6,
108,서울,2017-06-16 16,31.7,
108,서울,2017-06-16 17,31.2,
108,서울,2017-06-16 18,29.1,
108,서울,2017-06-16 19,27.8,
108,서울,2017-06-16 20,26.4,
108,서울,2017-06-16 21,25.0,
108,서울,2017-06-16 22,24.0,
108,서울,2017-06-16 23,23.3,
108,서울,2017-06-17 00,22.8,
108,서울,2017-06-17 01,22.4,
108,서울,2017-06-17 02,22.1,
108,서울,2017-06-17 03,21.7,
108,서울,2017-06-17 04,21.3,
108,서울,2017-06-17 05,20.9,
108,서울,2017-06-17 06,20.7,
108,서울,2017-06-17 07,21.3,
108,서울,2017-06-17 08,22.6,
108,서울,2017-06-17 09,23.8,
108,서울,2017-06-17 10,25.1,
108,서울,2017-06-17 11,26.6,
108,서울,2017-06-17 12,27.9,
108,서울,2017-06-17 13,28.4,
108,서울,2017-06-17 14,28.5,
108,서울,2017-06-17 15,29.2,
108,서울,2017-06-17 16,29.6,
108,서울,2017-06-17 17,27.9,
108,서울,2017-06-17 18,26.9,
108,서울,2017-06-17 19,25.1,
108,서울,2017-06-17 20,23.3,
108,서울,2017-06-17 21,22.2,
108,서울,2017-06-17 22,21.5,
108,서울,2017-06-17 23,21.1,
108,서울,2017-06-18 00,20.9,
108,서울,2017-06-18 01,20.1,
108,서울,2017-06-18 02,19.7,
108,서울,2017-06-18 03,19.2,
108,서울,2017-06-18 04,18.9,
108,서울,2017-06-18 05,18.7,
108,서울,2017-06-18 06,18.7,
108,서울,2017-06-18 07,20.0,
108,서울,2017-06-18 08,21.8,
108,서울,2017-06-18 09,23.8,
108,서울,2017-06-18 10,25.8,
108,서울,2017-06-18 11,27.2,
108,서울,2017-06-18 12,28.8,
108,서울,2017-06-18 13,30.1,
108,서울,2017-06-18 14,31.1,
108,서울,2017-06-18 15,31.5,
108,서울,2017-06-18 16,30.4,
108,서울,2017-06-18 17,29.5,
108,서울,2017-06-18 18,28.0,
108,서울,2017-06-18 19,26.5,
108,서울,2017-06-18 20,24.6,
108,서울,2017-06-18 21,23.3,
108,서울,2017-06-18 22,22.2,
108,서울,2017-06-18 23,21.7,
108,서울,2017-06-19 00,21.2,
108,서울,2017-06-19 01,21.0,
108,서울,2017-06-19 02,20.6,
108,서울,2017-06-19 03,20.1,
108,서울,2017-06-19 04,19.8,
108,서울,2017-06-19 05,19.6,
108,서울,2017-06-19 06,19.5,
108,서울,2017-06-19 07,20.3,
108,서울,2017-06-19 08,21.7,
108,서울,2017-06-19 09,23.6,
108,서울,2017-06-19 10,25.6,
108,서울,2017-06-19 11,27.4,
108,서울,2017-06-19 12,28.1,
108,서울,2017-06-19 13,29.1,
108,서울,2017-06-19 14,29.6,
108,서울,2017-06-19 15,29.6,
108,서울,2017-06-19 16,29.7,
108,서울,2017-06-19 17,30.0,
108,서울,2017-06-19 18,29.6,
108,서울,2017-06-19 19,27.5,
108,서울,2017-06-19 20,26.4,
108,서울,2017-06-19 21,25.0,
108,서울,2017-06-19 22,24.2,
108,서울,2017-06-19 23,23.3,
108,서울,2017-06-20 00,22.8,
108,서울,2017-06-20 01,22.1,
108,서울,2017-06-20 02,21.4,
108,서울,2017-06-20 03,20.8,
108,서울,2017-06-20 04,20.4,
108,서울,2017-06-20 05,20.1,
108,서울,2017-06-20 06,20.1,
108,서울,2017-06-20 07,21.3,
108,서울,2017-06-20 08,23.7,
108,서울,2017-06-20 09,25.9,
108,서울,2017-06-20 10,27.5,
108,서울,2017-06-20 11,29.9,
108,서울,2017-06-20 12,31.6,
108,서울,2017-06-20 13,31.7,
108,서울,2017-06-20 14,32.2,
108,서울,2017-06-20 15,31.4,
108,서울,2017-06-20 16,29.3,0.0
108,서울,2017-06-20 17,28.6,0.0
108,서울,2017-06-20 18,27.8,
108,서울,2017-06-20 19,27.0,0.0
108,서울,2017-06-20 20,26.4,
108,서울,2017-06-20 21,25.9,
108,서울,2017-06-20 22,25.6,
108,서울,2017-06-20 23,25.1,
108,서울,2017-06-21 00,24.7,0.0
108,서울,2017-06-21 01,24.1,0.0
108,서울,2017-06-21 02,23.1,0.0
108,서울,2017-06-21 03,23.1,
108,서울,2017-06-21 04,22.8,
108,서울,2017-06-21 05,22.5,
108,서울,2017-06-21 06,22.3,
108,서울,2017-06-21 07,22.6,
108,서울,2017-06-21 08,23.7,
108,서울,2017-06-21 09,26.0,
108,서울,2017-06-21 10,27.5,
108,서울,2017-06-21 11,27.8,
108,서울,2017-06-21 12,29.6,
108,서울,2017-06-21 13,30.8,
108,서울,2017-06-21 14,31.5,
108,서울,2017-06-21 15,30.6,
108,서울,2017-06-21 16,30.0,
108,서울,2017-06-21 17,29.0,
108,서울,2017-06-21 18,27.0,
108,서울,2017-06-21 19,25.2,
108,서울,2017-06-21 20,23.8,
108,서울,2017-06-21 21,22.9,
108,서울,2017-06-21 22,22.3,
108,서울,2017-06-21 23,22.1,
108,서울,2017-06-22 00,21.7,
108,서울,2017-06-22 01,21.3,
108,서울,2017-06-22 02,21.2,
108,서울,2017-06-22 03,21.3,
108,서울,2017-06-22 04,21.5,
108,서울,2017-06-22 05,21.5,
108,서울,2017-06-22 06,21.6,
108,서울,2017-06-22 07,22.1,
108,서울,2017-06-22 08,22.8,
108,서울,2017-06-22 09,24.4,
108,서울,2017-06-22 10,25.8,
108,서울,2017-06-22 11,27.8,
108,서울,2017-06-22 12,28.5,
108,서울,2017-06-22 13,29.8,
108,서울,2017-06-22 14,30.0,
108,서울,2017-06-22 15,30.1,
108,서울,2017-06-22 16,29.6,
108,서울,2017-06-22 17,29.4,
108,서울,2017-06-22 18,29.0,
108,서울,2017-06-22 19,27.5,
108,서울,2017-06-22 20,25.8,
108,서울,2017-06-22 21,24.6,
108,서울,2017-06-22 22,24.0,
108,서울,2017-06-22 23,23.5,
108,서울,2017-06-23 00,23.2,
108,서울,2017-06-23 01,22.9,
108,서울,2017-06-23 02,22.8,
108,서울,2017-06-23 03,22.3,
108,서울,2017-06-23 04,21.9,
108,서울,2017-06-23 05,21.5,
108,서울,2017-06-23 06,21.3,
108,서울,2017-06-23 07,22.3,
108,서울,2017-06-23 08,25.3,
108,서울,2017-06-23 09,26.9,
108,서울,2017-06-23 10,28.5,
108,서울,2017-06-23 11,30.1,
108,서울,2017-06-23 12,30.6,
108,서울,2017-06-23 13,32.7,
108,서울,2017-06-23 14,33.8,
108,서울,2017-06-23 15,33.0,
108,서울,2017-06-23 16,32.9,
108,서울,2017-06-23 17,31.2,
108,서울,2017-06-23 18,29.2,
108,서울,2017-06-23 19,28.1,
108,서울,2017-06-23 20,26.8,
108,서울,2017-06-23 21,25.7,
108,서울,2017-06-23 22,25.1,
108,서울,2017-06-23 23,24.8,
108,서울,2017-06-24 00,24.6,
108,서울,2017-06-24 01,24.0,
108,서울,2017-06-24 02,24.3,
108,서울,2017-06-24 03,24.1,
108,서울,2017-06-24 04,23.3,
108,서울,2017-06-24 05,22.8,
108,서울,2017-06-24 06,22.5,
108,서울,2017-06-24 07,23.6,
108,서울,2017-06-24 08,25.0,
108,서울,2017-06-24 09,25.9,
108,서울,2017-06-24 10,26.8,
108,서울,2017-06-24 11,27.2,
108,서울,2017-06-24 12,27.7,
108,서울,2017-06-24 13,27.0,0.0
108,서울,2017-06-24 14,27.0,0.0
108,서울,2017-06-24 15,27.0,0.0
108,서울,2017-06-24 16,25.9,0.0
108,서울,2017-06-24 17,24.3,0.1
108,서울,2017-06-24 18,24.7,
108,서울,2017-06-24 19,24.3,
108,서울,2017-06-24 20,23.7,0.1
108,서울,2017-06-24 21,22.9,0.3
108,서울,2017-06-24 22,22.7,0.5
108,서울,2017-06-24 23,22.5,0.0
108,서울,2017-06-25 00,21.5,2.5
108,서울,2017-06-25 01,21.5,0.1
108,서울,2017-06-25 02,21.3,
108,서울,2017-06-25 03,21.2,
108,서울,2017-06-25 04,21.2,
108,서울,2017-06-25 05,21.1,
108,서울,2017-06-25 06,21.2,
108,서울,2017-06-25 07,21.6,
108,서울,2017-06-25 08,23.0,
108,서울,2017-06-25 09,24.3,
108,서울,2017-06-25 10,25.3,
108,서울,2017-06-25 11,26.2,
108,서울,2017-06-25 12,27.5,
108,서울,2017-06-25 13,27.9,
108,서울,2017-06-25 14,28.2,
108,서울,2017-06-25 15,26.4,0.0
108,서울,2017-06-25 16,25.2,0.0
108,서울,2017-06-25 17,24.5,0.9
108,서울,2017-06-25 18,25.5,
108,서울,2017-06-25 19,24.2,0.0
108,서울,2017-06-25 20,23.4,0.5
108,서울,2017-06-25 21,22.5,
108,서울,2017-06-25 22,21.8,
108,서울,2017-06-25 23,21.4,
108,서울,2017-06-26 00,21.6,
108,서울,2017-06-26 01,21.7,
108,서울,2017-06-26 02,21.7,
108,서울,2017-06-26 03,21.6,
108,서울,2017-06-26 04,21.3,3.0
108,서울,2017-06-26 05,20.6,2.0
108,서울,2017-06-26 06,20.5,1.0
108,서울,2017-06-26 07,20.4,0.0
108,서울,2017-06-26 08,20.8,0.0
108,서울,2017-06-26 09,20.2,11.0
108,서울,2017-06-26 10,21.1,6.5
108,서울,2017-06-26 11,23.9,
108,서울,2017-06-26 12,25.8,
108,서울,2017-06-26 13,28.2,
108,서울,2017-06-26 14,29.0,
108,서울,2017-06-26 15,29.7,
108,서울,2017-06-26 16,28.6,
108,서울,2017-06-26 17,23.6,0.5
108,서울,2017-06-26 18,23.0,4.5
108,서울,2017-06-26 19,22.9,0.5
108,서울,2017-06-26 20,22.5,0.0
108,서울,2017-06-26 21,22.2,
108,서울,2017-06-26 22,22.1,
108,서울,2017-06-26 23,21.9,
108,서울,2017-06-27 00,21.7,
108,서울,2017-06-27 01,21.8,0.0
108,서울,2017-06-27 02,21.3,
108,서울,2017-06-27 03,21.1,
108,서울,2017-06-27 04,20.9,
108,서울,2017-06-27 05,20.9,
108,서울,2017-06-27 06,21.1,
108,서울,2017-06-27 07,21.7,
108,서울,2017-06-27 08,23.3,
108,서울,2017-06-27 09,25.3,
108,서울,2017-06-27 10,26.5,
108,서울,2017-06-27 11,27.4,
108,서울,2017-06-27 12,28.5,
108,서울,2017-06-27 13,29.2,
108,서울,2017-06-27 14,28.8,
108,서울,2017-06-27 15,30.0,
108,서울,2017-06-27 16,29.9,
108,서울,2017-06-27 17,28.0,
108,서울,2017-06-27 18,27.3,
108,서울,2017-06-27 19,26.4,
108,서울,2017-06-27 20,25.1,
108,서울,2017-06-27 21,24.6,
108,서울,2017-06-27 22,24.4,0.0
108,서울,2017-06-27 23,24.2,
108,서울,2017-06-28 00,23.6,
108,서울,2017-06-28 01,23.5,
108,서울,2017-06-28 02,23.5,
108,서울,2017-06-28 03,23.2,
108,서울,2017-06-28 04,22.7,
108,서울,2017-06-28 05,22.5,
108,서울,2017-06-28 06,22.5,
108,서울,2017-06-28 07,22.7,
108,서울,2017-06-28 08,23.8,
108,서울,2017-06-28 09,24.8,
108,서울,2017-06-28 10,25.5,
108,서울,2017-06-28 11,27.2,
108,서울,2017-06-28 12,28.5,
108,서울,2017-06-28 13,28.8,
108,서울,2017-06-28 14,29.6,
108,서울,2017-06-28 15,30.1,
108,서울,2017-06-28 16,30.5,
108,서울,2017-06-28 17,29.5,
108,서울,2017-06-28 18,28.8,
108,서울,2017-06-28 19,27.5,
108,서울,2017-06-28 20,26.4,
108,서울,2017-06-28 21,25.6,
108,서울,2017-06-28 22,25.2,
108,서울,2017-06-28 23,24.8,
108,서울,2017-06-29 00,24.6,
108,서울,2017-06-29 01,24.0,
108,서울,2017-06-29 02,23.5,
108,서울,2017-06-29 03,23.0,
108,서울,2017-06-29 04,22.5,
108,서울,2017-06-29 05,22.2,
108,서울,2017-06-29 06,22.0,
108,서울,2017-06-29 07,22.4,
108,서울,2017-06-29 08,23.7,
108,서울,2017-06-29 09,24.3,
108,서울,2017-06-29 10,26.0,
108,서울,2017-06-29 11,28.1,
108,서울,2017-06-29 12,29.6,
108,서울,2017-06-29 13,29.9,
108,서울,2017-06-29 14,30.3,
108,서울,2017-06-29 15,31.3,
108,서울,2017-06-29 16,31.1,
108,서울,2017-06-29 17,30.7,
108,서울,2017-06-29 18,29.6,
108,서울,2017-06-29 19,28.1,
108,서울,2017-06-29 20,26.8,
108,서울,2017-06-29 21,25.9,
108,서울,2017-06-29 22,24.8,
108,서울,2017-06-29 23,24.3,
108,서울,2017-06-30 00,23.7,
108,서울,2017-06-30 01,23.3,
108,서울,2017-06-30 02,23.0,
108,서울,2017-06-30 03,22.7,
108,서울,2017-06-30 04,22.4,
108,서울,2017-06-30 05,22.2,
108,서울,2017-06-30 06,22.3,
108,서울,2017-06-30 07,22.8,
108,서울,2017-06-30 08,24.2,
108,서울,2017-06-30 09,25.8,
108,서울,2017-06-30 10,27.1,
108,서울,2017-06-30 11,28.4,
108,서울,2017-06-30 12,29.1,
108,서울,2017-06-30 13,29.9,
108,서울,2017-06-30 14,30.2,
108,서울,2017-06-30 15,30.7,
108,서울,2017-06-30 16,30.3,
108,서울,2017-06-30 17,29.0,
108,서울,2017-06-30 18,27.7,
108,서울,2017-06-30 19,26.6,
108,서울,2017-06-30 20,25.6,
108,서울,2017-06-30 21,25.1,
108,서울,2017-06-30 22,24.6,
108,서울,2017-06-30 23,24.2,
