LocNumber,Loc,Date,Temp,Prec
108,서울,2017-01-30 06,-4.4,
108,서울,2017-01-30 07,-5.3,
108,서울,2017-01-30 08,-5.9,
108,서울,2017-01-30 09,-6.5,
108,서울,2017-01-30 10,-6.3,
108,서울,2017-01-30 11,-5.6,
108,서울,2017-01-30 12,-4.7,
108,서울,2017-01-30 13,-4.5,
108,서울,2017-01-30 14,-2.8,
108,서울,2017-01-30 15,-2.0,
108,서울,2017-01-30 16,-2.5,
108,서울,2017-01-30 17,-3.3,
108,서울,2017-01-30 18,-4.9,
108,서울,2017-01-30 19,-5.6,
108,서울,2017-01-30 20,-6.0,
108,서울,2017-01-30 21,-6.3,
108,서울,2017-01-30 22,-7.1,
108,서울,2017-01-30 23,-7.3,
108,서울,2017-01-31 00,-7.9,
108,서울,2017-01-31 01,-8.2,
108,서울,2017-01-31 02,-8.9,
108,서울,2017-01-31 03,-9.0,
108,서울,2017-01-31 04,-9.7,
108,서울,2017-01-31 05,-9.6,
108,서울,2017-01-31 06,-9.7,
108,서울,2017-01-31 07,-9.6,
108,서울,2017-01-31 08,-9.4,
108,서울,2017-01-31 09,-8.3,
108,서울,2017-01-31 10,-5.4,
108,서울,2017-01-31 11,-4.2,
108,서울,2017-01-31 12,-2.7,
108,서울,2017-01-31 13,-1.0,
108,서울,2017-01-31 14,-0.6,
108,서울,2017-01-31 15,-0.2,
108,서울,2017-01-31 16,-0.5,
108,서울,2017-01-31 17,-1.4,
108,서울,2017-01-31 18,-3.0,
108,서울,2017-01-31 19,-3.7,
108,서울,2017-01-31 20,-4.0,
108,서울,2017-01-31 21,-4.8,
108,서울,2017-01-31 22,-5.0,
108,서울,2017-01-31 23,-5.1,
