지점번호,지점,일시,기온,강수량
108,서울,2017-07-30 03,25.1,
108,서울,2017-07-30 04,24.9,
108,서울,2017-07-30 05,24.7,
108,서울,2017-07-30 06,24.7,
108,서울,2017-07-30 07,24.8,
108,서울,2017-07-30 08,25.3,
108,서울,2017-07-30 09,25.9,
108,서울,2017-07-30 10,26.9,
108,서울,2017-07-30 11,28.7,
108,서울,2017-07-30 12,30.1,
108,서울,2017-07-30 13,30.6,
108,서울,2017-07-30 14,31.0,
108,서울,2017-07-30 15,32.1,
108,서울,2017-07-30 16,32.4,
108,서울,2017-07-30 17,31.6,
108,서울,2017-07-30 18,30.3,
108,서울,2017-07-30 19,29.6,
108,서울,2017-07-30 20,28.6,
108,서울,2017-07-30 21,28.1,
108,서울,2017-07-30 22,27.9,
108,서울,2017-07-30 23,27.6,
108,서울,2017-07-31 00,27.1,
108,서울,2017-07-31 01,26.9,
108,서울,2017-07-31 02,26.8,
108,서울,2017-07-31 03,26.5,
108,서울,2017-07-31 04,26.1,
108,서울,2017-07-31 05,25.9,
108,서울,2017-07-31 06,26.0,
108,서울,2017-07-31 07,26.0,0.0
108,서울,2017-07-31 08,25.7,0.0
108,서울,2017-07-31 09,25.5,0.5
108,서울,2017-07-31 10,25.1,1.5
108,서울,2017-07-31 11,25.3,0.5
108,서울,2017-07-31 12,25.6,1.0
108,서울,2017-07-31 13,26.1,0.0
108,서울,2017-07-31 14,26.1,0.0
108,서울,2017-07-31 15,26.2,0.0
108,서울,2017-07-31 16,26.3,0.0
108,서울,2017-07-31 17,25.9,0.0
108,서울,2017-07-31 18,26.1,
108,서울,2017-07-31 19,26.0,
108,서울,2017-07-31 20,25.5,
108,서울,2017-07-31 21,25.2,
108,서울,2017-07-31 22,25.0,
108,서울,2017-07-31 23,25.1,
