지점번호,지점,일시,기온,강수량
108,서울,2017-07-03 03,23.9,0.0
108,서울,2017-07-03 04,23.9,0.0
108,서울,2017-07-03 05,23.6,1.0
108,서울,2017-07-03 06,23.4,2.5
108,서울,2017-07-03 07,23.4,0.5
108,서울,2017-07-03 08,23.4,0.0
108,서울,2017-07-03 09,23.4,1.5
108,서울,2017-07-03 10,23.6,0.0
108,서울,2017-07-03 11,24.5,
108,서울,2017-07-03 12,25.5,
108,서울,2017-07-03 13,26.5,
108,서울,2017-07-03 14,27.2,
108,서울,2017-07-03 15,26.9,
108,서울,2017-07-03 16,26.3,
108,서울,2017-07-03 17,26.2,
108,서울,2017-07-03 18,25.4,0.0
108,서울,2017-07-03 19,24.9,1.0
108,서울,2017-07-03 20,24.6,
108,서울,2017-07-03 21,24.6,
108,서울,2017-07-03 22,24.5,
108,서울,2017-07-03 23,24.4,
108,서울,2017-07-04 00,24.3,
108,서울,2017-07-04 01,24.2,0.0
108,서울,2017-07-04 02,24.0,0.0
108,서울,2017-07-04 03,24.1,
108,서울,2017-07-04 04,24.0,0.5
108,서울,2017-07-04 05,23.9,0.0
108,서울,2017-07-04 06,23.8,0.0
108,서울,2017-07-04 07,23.9,0.0
108,서울,2017-07-04 08,24.9,
108,서울,2017-07-04 09,26.0,
108,서울,2017-07-04 10,27.0,
108,서울,2017-07-04 11,28.0,
108,서울,2017-07-04 12,29.3,
108,서울,2017-07-04 13,30.6,
108,서울,2017-07-04 14,30.8,
108,서울,2017-07-04 15,31.1,
108,서울,2017-07-04 16,31.1,
108,서울,2017-07-04 17,30.5,
108,서울,2017-07-04 18,29.2,
108,서울,2017-07-04 19,27.9,
108,서울,2017-07-04 20,26.5,
108,서울,2017-07-04 21,25.7,
108,서울,2017-07-04 22,25.3,
108,서울,2017-07-04 23,24.6,
108,서울,2017-07-05 00,24.1,
108,서울,2017-07-05 01,23.9,
108,서울,2017-07-05 02,23.6,
108,서울,2017-07-05 03,23.5,
108,서울,2017-07-05 04,23.4,
108,서울,2017-07-05 05,23.3,
108,서울,2017-07-05 06,23.4,
108,서울,2017-07-05 07,23.9,
108,서울,2017-07-05 08,24.3,
108,서울,2017-07-05 09,25.0,
108,서울,2017-07-05 10,26.9,
108,서울,2017-07-05 11,28.6,
108,서울,2017-07-05 12,30.3,
108,서울,2017-07-05 13,31.3,
108,서울,2017-07-05 14,31.6,
108,서울,2017-07-05 15,31.3,
108,서울,2017-07-05 16,32.0,
108,서울,2017-07-05 17,32.5,
108,서울,2017-07-05 18,31.4,
108,서울,2017-07-05 19,30.0,
108,서울,2017-07-05 20,28.5,
108,서울,2017-07-05 21,27.9,
108,서울,2017-07-05 22,27.2,
108,서울,2017-07-05 23,26.7,
108,서울,2017-07-06 00,26.2,
108,서울,2017-07-06 01,25.7,
108,서울,2017-07-06 02,25.1,
108,서울,2017-07-06 03,24.7,
108,서울,2017-07-06 04,24.2,
108,서울,2017-07-06 05,24.1,
108,서울,2017-07-06 06,24.0,
108,서울,2017-07-06 07,25.0,
108,서울,2017-07-06 08,26.5,
108,서울,2017-07-06 09,28.2,
108,서울,2017-07-06 10,29.3,
108,서울,2017-07-06 11,30.4,
108,서울,2017-07-06 12,31.1,
108,서울,2017-07-06 13,31.8,
108,서울,2017-07-06 14,33.0,
108,서울,2017-07-06 15,34.0,
108,서울,2017-07-06 16,33.5,
108,서울,2017-07-06 17,32.5,
108,서울,2017-07-06 18,27.8,2.0
108,서울,2017-07-06 19,25.5,23.0
108,서울,2017-07-06 20,25.7,0.5
108,서울,2017-07-06 21,25.8,8.5
108,서울,2017-07-06 22,25.7,
108,서울,2017-07-06 23,25.6,
108,서울,2017-07-07 00,25.2,
108,서울,2017-07-07 01,25.1,
108,서울,2017-07-07 02,25.1,
108,서울,2017-07-07 03,25.0,
108,서울,2017-07-07 04,24.8,
108,서울,2017-07-07 05,24.6,
108,서울,2017-07-07 06,24.5,
108,서울,2017-07-07 07,25.4,0.0
108,서울,2017-07-07 08,26.5,
108,서울,2017-07-07 09,27.2,0.5
108,서울,2017-07-07 10,27.1,0.0
108,서울,2017-07-07 11,26.7,1.0
108,서울,2017-07-07 12,27.0,0.0
108,서울,2017-07-07 13,27.6,0.0
108,서울,2017-07-07 14,28.2,0.0
108,서울,2017-07-07 15,28.0,0.0
108,서울,2017-07-07 16,28.2,0.0
108,서울,2017-07-07 17,28.2,0.0
108,서울,2017-07-07 18,28.0,0.0
108,서울,2017-07-07 19,26.8,2.0
108,서울,2017-07-07 20,25.7,9.0
108,서울,2017-07-07 21,25.6,2.0
108,서울,2017-07-07 22,25.6,2.0
108,서울,2017-07-07 23,25.7,0.0
108,서울,2017-07-08 00,25.7,
108,서울,2017-07-08 01,25.6,
108,서울,2017-07-08 02,25.7,
108,서울,2017-07-08 03,25.7,
108,서울,2017-07-08 04,25.7,0.0
108,서울,2017-07-08 05,25.9,0.0
108,서울,2017-07-08 06,25.9,0.0
108,서울,2017-07-08 07,25.5,1.5
108,서울,2017-07-08 08,24.7,0.5
108,서울,2017-07-08 09,24.7,1.5
108,서울,2017-07-08 10,24.9,0.5
108,서울,2017-07-08 11,25.4,0.0
108,서울,2017-07-08 12,25.7,
108,서울,2017-07-08 13,26.3,
108,서울,2017-07-08 14,27.2,
108,서울,2017-07-08 15,27.4,
108,서울,2017-07-08 16,27.5,0.0
108,서울,2017-07-08 17,26.7,0.0
108,서울,2017-07-08 18,26.5,0.0
108,서울,2017-07-08 19,26.5,
108,서울,2017-07-08 20,26.2,0.5
108,서울,2017-07-08 21,26.0,0.0
108,서울,2017-07-08 22,25.9,0.0
108,서울,2017-07-08 23,25.9,
108,서울,2017-07-09 00,26.0,
108,서울,2017-07-09 01,25.9,
108,서울,2017-07-09 02,25.8,
108,서울,2017-07-09 03,25.4,8.0
108,서울,2017-07-09 04,25.2,0.0
108,서울,2017-07-09 05,25.1,0.0
108,서울,2017-07-09 06,24.9,0.0
108,서울,2017-07-09 07,24.7,0.5
108,서울,2017-07-09 08,25.0,0.0
108,서울,2017-07-09 09,25.2,0.0
108,서울,2017-07-09 10,26.8,
108,서울,2017-07-09 11,27.5,
108,서울,2017-07-09 12,28.3,0.0
108,서울,2017-07-09 13,29.6,
108,서울,2017-07-09 14,29.7,2.0
108,서울,2017-07-09 15,30.0,
108,서울,2017-07-09 16,28.0,0.0
108,서울,2017-07-09 17,26.6,1.0
108,서울,2017-07-09 18,26.3,
108,서울,2017-07-09 19,26.4,
108,서울,2017-07-09 20,26.3,0.0
108,서울,2017-07-09 21,26.1,5.0
108,서울,2017-07-09 22,24.8,5.5
108,서울,2017-07-09 23,24.6,2.5
108,서울,2017-07-10 00,23.8,8.0
108,서울,2017-07-10 01,23.7,0.3
108,서울,2017-07-10 02,23.8,0.2
108,서울,2017-07-10 03,23.8,1.0
108,서울,2017-07-10 04,23.8,0.0
108,서울,2017-07-10 05,23.9,1.0
108,서울,2017-07-10 06,24.5,0.0
108,서울,2017-07-10 07,24.9,1.0
108,서울,2017-07-10 08,24.7,19.5
108,서울,2017-07-10 09,25.0,4.5
108,서울,2017-07-10 10,25.4,0.0
108,서울,2017-07-10 11,25.1,7.0
108,서울,2017-07-10 12,24.8,24.5
108,서울,2017-07-10 13,24.8,13.5
108,서울,2017-07-10 14,24.3,6.5
108,서울,2017-07-10 15,24.3,1.0
108,서울,2017-07-10 16,24.5,8.5
108,서울,2017-07-10 17,23.8,6.5
108,서울,2017-07-10 18,23.8,1.0
108,서울,2017-07-10 19,24.0,1.0
108,서울,2017-07-10 20,23.7,17.5
108,서울,2017-07-10 21,23.0,25.0
108,서울,2017-07-10 22,22.7,2.5
108,서울,2017-07-10 23,22.7,2.5
108,서울,2017-07-11 00,22.9,0.0
108,서울,2017-07-11 01,22.9,1.0
108,서울,2017-07-11 02,22.7,
108,서울,2017-07-11 03,22.6,0.0
108,서울,2017-07-11 04,22.3,0.0
108,서울,2017-07-11 05,22.3,
108,서울,2017-07-11 06,22.4,
108,서울,2017-07-11 07,22.5,
108,서울,2017-07-11 08,22.8,
108,서울,2017-07-11 09,23.3,0.0
108,서울,2017-07-11 10,24.7,0.0
108,서울,2017-07-11 11,25.6,
108,서울,2017-07-11 12,27.2,
108,서울,2017-07-11 13,28.3,
108,서울,2017-07-11 14,29.7,
108,서울,2017-07-11 15,30.2,
108,서울,2017-07-11 16,30.5,
108,서울,2017-07-11 17,30.1,
108,서울,2017-07-11 18,29.2,
108,서울,2017-07-11 19,28.2,
108,서울,2017-07-11 20,27.7,
108,서울,2017-07-11 21,27.1,
108,서울,2017-07-11 22,26.6,
108,서울,2017-07-11 23,26.3,
108,서울,2017-07-12 00,26.1,
108,서울,2017-07-12 01,26.0,
108,서울,2017-07-12 02,25.7,
108,서울,2017-07-12 03,25.4,0.0
108,서울,2017-07-12 04,25.1,0.0
108,서울,2017-07-12 05,25.0,0.0
108,서울,2017-07-12 06,25.0,0.0
108,서울,2017-07-12 07,25.2,0.0
108,서울,2017-07-12 08,25.8,
108,서울,2017-07-12 09,26.4,
108,서울,2017-07-12 10,27.1,
108,서울,2017-07-12 11,27.9,
108,서울,2017-07-12 12,28.4,
108,서울,2017-07-12 13,29.5,
108,서울,2017-07-12 14,30.1,
108,서울,2017-07-12 15,30.5,
108,서울,2017-07-12 16,30.9,
108,서울,2017-07-12 17,30.4,
108,서울,2017-07-12 18,29.6,
108,서울,2017-07-12 19,28.6,
108,서울,2017-07-12 20,27.4,
108,서울,2017-07-12 21,26.4,
108,서울,2017-07-12 22,25.8,
108,서울,2017-07-12 23,25.4,
108,서울,2017-07-13 00,24.9,
108,서울,2017-07-13 01,24.5,
108,서울,2017-07-13 02,24.1,
108,서울,2017-07-13 03,23.8,
108,서울,2017-07-13 04,23.4,
108,서울,2017-07-13 05,23.2,
108,서울,2017-07-13 06,23.1,
108,서울,2017-07-13 07,23.9,
108,서울,2017-07-13 08,25.0,
108,서울,2017-07-13 09,26.1,
108,서울,2017-07-13 10,27.4,
108,서울,2017-07-13 11,28.9,
108,서울,2017-07-13 12,29.8,
108,서울,2017-07-13 13,30.8,
108,서울,2017-07-13 14,31.3,
108,서울,2017-07-13 15,32.0,
108,서울,2017-07-13 16,31.7,
108,서울,2017-07-13 17,31.5,
108,서울,2017-07-13 18,31.1,
108,서울,2017-07-13 19,30.5,
108,서울,2017-07-13 20,29.1,
108,서울,2017-07-13 21,28.0,
108,서울,2017-07-13 22,27.3,
108,서울,2017-07-13 23,26.8,
108,서울,2017-07-14 00,26.6,
108,서울,2017-07-14 01,26.4,
108,서울,2017-07-14 02,26.5,
108,서울,2017-07-14 03,26.6,
108,서울,2017-07-14 04,26.5,
108,서울,2017-07-14 05,26.3,
108,서울,2017-07-14 06,26.1,
108,서울,2017-07-14 07,26.6,
108,서울,2017-07-14 08,27.7,
108,서울,2017-07-14 09,29.0,
108,서울,2017-07-14 10,29.9,
108,서울,2017-07-14 11,31.5,
108,서울,2017-07-14 12,32.3,
108,서울,2017-07-14 13,32.1,
108,서울,2017-07-14 14,32.7,
108,서울,2017-07-14 15,31.8,
108,서울,2017-07-14 16,31.2,
108,서울,2017-07-14 17,29.1,
108,서울,2017-07-14 18,28.4,
108,서울,2017-07-14 19,28.3,
108,서울,2017-07-14 20,28.0,
108,서울,2017-07-14 21,27.9,
108,서울,2017-07-14 22,28.1,
108,서울,2017-07-14 23,27.8,0.0
108,서울,2017-07-15 00,27.3,0.0
108,서울,2017-07-15 01,27.0,0.0
108,서울,2017-07-15 02,26.7,0.0
108,서울,2017-07-15 03,25.3,2.5
108,서울,2017-07-15 04,24.5,6.5
108,서울,2017-07-15 05,23.6,15.0
108,서울,2017-07-15 06,23.6,3.5
108,서울,2017-07-15 07,23.6,0.0
108,서울,2017-07-15 08,24.3,0.0
108,서울,2017-07-15 09,24.8,
108,서울,2017-07-15 10,25.2,
108,서울,2017-07-15 11,26.3,
108,서울,2017-07-15 12,26.6,0.0
108,서울,2017-07-15 13,26.0,0.0
108,서울,2017-07-15 14,25.8,0.0
108,서울,2017-07-15 15,25.3,1.5
108,서울,2017-07-15 16,24.9,5.5
108,서울,2017-07-15 17,24.9,0.0
108,서울,2017-07-15 18,25.2,
108,서울,2017-07-15 19,25.3,0.0
108,서울,2017-07-15 20,24.9,0.5
108,서울,2017-07-15 21,24.6,0.5
108,서울,2017-07-15 22,24.5,1.0
108,서울,2017-07-15 23,24.2,6.0
108,서울,2017-07-16 00,24.3,0.0
108,서울,2017-07-16 01,24.2,1.0
108,서울,2017-07-16 02,24.2,0.0
108,서울,2017-07-16 03,23.8,2.0
108,서울,2017-07-16 04,23.5,5.5
108,서울,2017-07-16 05,23.4,11.5
108,서울,2017-07-16 06,23.4,2.5
108,서울,2017-07-16 07,23.6,0.0
108,서울,2017-07-16 08,24.1,
108,서울,2017-07-16 09,24.8,0.0
108,서울,2017-07-16 10,25.7,0.0
108,서울,2017-07-16 11,27.0,
108,서울,2017-07-16 12,28.1,
108,서울,2017-07-16 13,28.4,
108,서울,2017-07-16 14,28.5,
108,서울,2017-07-16 15,28.7,
108,서울,2017-07-16 16,28.6,
108,서울,2017-07-16 17,27.9,
108,서울,2017-07-16 18,27.8,
108,서울,2017-07-16 19,27.3,
108,서울,2017-07-16 20,26.9,
108,서울,2017-07-16 21,26.6,
108,서울,2017-07-16 22,26.5,
108,서울,2017-07-16 23,26.4,
108,서울,2017-07-17 00,26.3,
108,서울,2017-07-17 01,26.3,
108,서울,2017-07-17 02,26.3,
108,서울,2017-07-17 03,26.2,
108,서울,2017-07-17 04,26.2,
108,서울,2017-07-17 05,26.1,
108,서울,2017-07-17 06,26.0,
108,서울,2017-07-17 07,26.2,
108,서울,2017-07-17 08,26.7,
108,서울,2017-07-17 09,27.5,
108,서울,2017-07-17 10,27.9,
108,서울,2017-07-17 11,28.7,
108,서울,2017-07-17 12,29.0,
108,서울,2017-07-17 13,28.8,
108,서울,2017-07-17 14,27.1,6.5
108,서울,2017-07-17 15,28.0,0.0
108,서울,2017-07-17 16,28.1,
108,서울,2017-07-17 17,28.1,
108,서울,2017-07-17 18,27.4,
108,서울,2017-07-17 19,26.7,
108,서울,2017-07-17 20,26.2,
108,서울,2017-07-17 21,25.9,
108,서울,2017-07-17 22,25.9,
108,서울,2017-07-17 23,25.0,0.0
108,서울,2017-07-18 00,24.0,1.0
108,서울,2017-07-18 01,23.9,0.2
108,서울,2017-07-18 02,24.0,0.3
108,서울,2017-07-18 03,23.9,0.5
108,서울,2017-07-18 04,23.9,0.0
108,서울,2017-07-18 05,24.0,0.0
108,서울,2017-07-18 06,23.9,1.0
108,서울,2017-07-18 07,24.0,0.0
108,서울,2017-07-18 08,24.2,0.0
108,서울,2017-07-18 09,24.6,0.5
108,서울,2017-07-18 10,25.3,0.0
108,서울,2017-07-18 11,25.7,
108,서울,2017-07-18 12,27.1,
108,서울,2017-07-18 13,28.4,
108,서울,2017-07-18 14,28.8,
108,서울,2017-07-18 15,29.3,
108,서울,2017-07-18 16,30.2,
108,서울,2017-07-18 17,30.3,
108,서울,2017-07-18 18,30.0,
108,서울,2017-07-18 19,29.7,
108,서울,2017-07-18 20,28.6,
108,서울,2017-07-18 21,27.7,
108,서울,2017-07-18 22,26.6,
108,서울,2017-07-18 23,25.9,
108,서울,2017-07-19 00,25.5,
108,서울,2017-07-19 01,25.2,
108,서울,2017-07-19 02,25.1,
108,서울,2017-07-19 03,25.1,
108,서울,2017-07-19 04,24.8,
108,서울,2017-07-19 05,24.6,
108,서울,2017-07-19 06,24.6,
108,서울,2017-07-19 07,24.7,
108,서울,2017-07-19 08,25.1,
108,서울,2017-07-19 09,25.6,
108,서울,2017-07-19 10,27.5,
108,서울,2017-07-19 11,29.6,
108,서울,2017-07-19 12,30.9,
108,서울,2017-07-19 13,32.4,
108,서울,2017-07-19 14,32.9,
108,서울,2017-07-19 15,33.6,
108,서울,2017-07-19 16,33.5,
108,서울,2017-07-19 17,31.9,
108,서울,2017-07-19 18,30.3,
108,서울,2017-07-19 19,29.6,
108,서울,2017-07-19 20,28.9,
108,서울,2017-07-19 21,28.5,
108,서울,2017-07-19 22,28.2,
108,서울,2017-07-19 23,28.2,
108,서울,2017-07-20 00,28.0,
108,서울,2017-07-20 01,27.0,
108,서울,2017-07-20 02,26.5,
108,서울,2017-07-20 03,26.4,
108,서울,2017-07-20 04,26.1,
108,서울,2017-07-20 05,26.1,
108,서울,2017-07-20 06,26.0,
108,서울,2017-07-20 07,26.2,
108,서울,2017-07-20 08,27.0,
108,서울,2017-07-20 09,27.9,
108,서울,2017-07-20 10,29.7,
108,서울,2017-07-20 11,31.1,
108,서울,2017-07-20 12,32.0,
108,서울,2017-07-20 13,32.4,
108,서울,2017-07-20 14,33.9,
108,서울,2017-07-20 15,34.9,
108,서울,2017-07-20 16,34.6,
108,서울,2017-07-20 17,33.3,
108,서울,2017-07-20 18,33.3,
108,서울,2017-07-20 19,32.1,
108,서울,2017-07-20 20,30.7,
108,서울,2017-07-20 21,29.9,
108,서울,2017-07-20 22,29.7,
108,서울,2017-07-20 23,29.4,
108,서울,2017-07-21 00,29.0,
108,서울,2017-07-21 01,28.7,
108,서울,2017-07-21 02,28.4,
108,서울,2017-07-21 03,28.2,
108,서울,2017-07-21 04,27.8,
108,서울,2017-07-21 05,27.5,
108,서울,2017-07-21 06,27.3,
108,서울,2017-07-21 07,27.3,
108,서울,2017-07-21 08,27.8,
108,서울,2017-07-21 09,28.2,
108,서울,2017-07-21 10,29.1,
108,서울,2017-07-21 11,30.6,
108,서울,2017-07-21 12,31.4,
108,서울,2017-07-21 13,31.7,
108,서울,2017-07-21 14,32.2,
108,서울,2017-07-21 15,32.0,
108,서울,2017-07-21 16,31.9,
108,서울,2017-07-21 17,32.2,
108,서울,2017-07-21 18,31.8,
108,서울,2017-07-21 19,31.1,
108,서울,2017-07-21 20,30.4,
108,서울,2017-07-21 21,30.1,
108,서울,2017-07-21 22,29.8,
108,서울,2017-07-21 23,29.7,
108,서울,2017-07-22 00,29.5,
108,서울,2017-07-22 01,29.2,
108,서울,2017-07-22 02,28.9,
108,서울,2017-07-22 03,28.7,
108,서울,2017-07-22 04,28.5,0.0
108,서울,2017-07-22 05,28.3,0.0
108,서울,2017-07-22 06,27.9,0.2
108,서울,2017-07-22 07,27.7,0.2
108,서울,2017-07-22 08,27.6,0.0
108,서울,2017-07-22 09,27.5,0.0
108,서울,2017-07-22 10,27.8,
108,서울,2017-07-22 11,28.1,
108,서울,2017-07-22 12,29.6,
108,서울,2017-07-22 13,30.8,
108,서울,2017-07-22 14,31.6,
108,서울,2017-07-22 15,32.2,
108,서울,2017-07-22 16,32.0,
108,서울,2017-07-22 17,31.8,
108,서울,2017-07-22 18,31.2,
108,서울,2017-07-22 19,30.6,
108,서울,2017-07-22 20,30.2,
108,서울,2017-07-22 21,29.4,0.1
108,서울,2017-07-22 22,28.8,0.0
108,서울,2017-07-22 23,28.3,
108,서울,2017-07-23 00,28.1,0.0
108,서울,2017-07-23 01,27.6,0.5
108,서울,2017-07-23 02,27.4,
108,서울,2017-07-23 03,27.2,
108,서울,2017-07-23 04,27.0,
108,서울,2017-07-23 05,27.0,
108,서울,2017-07-23 06,27.0,0.0
108,서울,2017-07-23 07,26.8,0.5
108,서울,2017-07-23 08,26.7,7.0
108,서울,2017-07-23 09,26.5,31.0
108,서울,2017-07-23 10,26.2,38.0
108,서울,2017-07-23 11,26.3,21.5
108,서울,2017-07-23 12,26.2,35.0
108,서울,2017-07-23 13,26.5,0.0
108,서울,2017-07-23 14,26.9,0.0
108,서울,2017-07-23 15,27.2,
108,서울,2017-07-23 16,27.5,
108,서울,2017-07-23 17,27.9,
108,서울,2017-07-23 18,28.0,
108,서울,2017-07-23 19,27.8,
108,서울,2017-07-23 20,27.4,
108,서울,2017-07-23 21,27.2,
108,서울,2017-07-23 22,27.0,
108,서울,2017-07-23 23,26.5,
108,서울,2017-07-24 00,26.4,
108,서울,2017-07-24 01,26.2,
108,서울,2017-07-24 02,26.0,
108,서울,2017-07-24 03,25.9,
108,서울,2017-07-24 04,25.7,
108,서울,2017-07-24 05,25.6,
108,서울,2017-07-24 06,25.6,
108,서울,2017-07-24 07,25.6,
108,서울,2017-07-24 08,25.9,
108,서울,2017-07-24 09,26.1,0.5
108,서울,2017-07-24 10,26.7,0.0
108,서울,2017-07-24 11,27.3,
108,서울,2017-07-24 12,26.8,0.0
108,서울,2017-07-24 13,26.5,1.5
108,서울,2017-07-24 14,25.8,1.0
108,서울,2017-07-24 15,26.2,0.0
108,서울,2017-07-24 16,26.8,
108,서울,2017-07-24 17,26.9,
108,서울,2017-07-24 18,26.9,
108,서울,2017-07-24 19,26.7,
108,서울,2017-07-24 20,26.7,
108,서울,2017-07-24 21,26.4,
108,서울,2017-07-24 22,26.4,
108,서울,2017-07-24 23,26.1,
108,서울,2017-07-25 00,25.9,
108,서울,2017-07-25 01,25.7,
108,서울,2017-07-25 02,25.5,
108,서울,2017-07-25 03,25.5,
108,서울,2017-07-25 04,25.3,
108,서울,2017-07-25 05,24.8,
108,서울,2017-07-25 06,24.6,
108,서울,2017-07-25 07,25.1,
108,서울,2017-07-25 08,25.8,
108,서울,2017-07-25 09,28.1,
108,서울,2017-07-25 10,29.7,
108,서울,2017-07-25 11,30.9,
108,서울,2017-07-25 12,32.0,
108,서울,2017-07-25 13,33.0,
108,서울,2017-07-25 14,33.6,
108,서울,2017-07-25 15,34.4,
108,서울,2017-07-25 16,34.9,
108,서울,2017-07-25 17,34.2,
108,서울,2017-07-25 18,34.0,
108,서울,2017-07-25 19,32.7,
108,서울,2017-07-25 20,30.9,
108,서울,2017-07-25 21,29.5,
108,서울,2017-07-25 22,28.8,
108,서울,2017-07-25 23,28.0,
108,서울,2017-07-26 00,27.3,
108,서울,2017-07-26 01,26.6,
108,서울,2017-07-26 02,26.0,
108,서울,2017-07-26 03,25.4,
108,서울,2017-07-26 04,24.9,
108,서울,2017-07-26 05,24.6,
108,서울,2017-07-26 06,24.2,
108,서울,2017-07-26 07,24.7,
108,서울,2017-07-26 08,26.2,
108,서울,2017-07-26 09,27.7,
108,서울,2017-07-26 10,28.8,
108,서울,2017-07-26 11,29.8,
108,서울,2017-07-26 12,31.0,
108,서울,2017-07-26 13,31.3,
108,서울,2017-07-26 14,32.3,
108,서울,2017-07-26 15,32.6,
108,서울,2017-07-26 16,32.7,
108,서울,2017-07-26 17,31.7,
108,서울,2017-07-26 18,31.4,
108,서울,2017-07-26 19,30.8,
108,서울,2017-07-26 20,30.0,
108,서울,2017-07-26 21,29.4,
108,서울,2017-07-26 22,28.9,
108,서울,2017-07-26 23,28.3,
108,서울,2017-07-27 00,27.7,
108,서울,2017-07-27 01,27.0,
108,서울,2017-07-27 02,26.4,
108,서울,2017-07-27 03,26.0,
108,서울,2017-07-27 04,25.6,
108,서울,2017-07-27 05,25.2,
108,서울,2017-07-27 06,25.0,
108,서울,2017-07-27 07,25.1,
108,서울,2017-07-27 08,26.4,
108,서울,2017-07-27 09,26.9,
108,서울,2017-07-27 10,27.9,
108,서울,2017-07-27 11,27.8,
108,서울,2017-07-27 12,28.1,
108,서울,2017-07-27 13,28.7,
108,서울,2017-07-27 14,29.6,
108,서울,2017-07-27 15,29.6,
108,서울,2017-07-27 16,29.5,
108,서울,2017-07-27 17,28.8,
108,서울,2017-07-27 18,28.5,0.0
108,서울,2017-07-27 19,28.1,
108,서울,2017-07-27 20,27.8,0.0
108,서울,2017-07-27 21,27.5,0.0
108,서울,2017-07-27 22,27.1,0.0
108,서울,2017-07-27 23,25.6,0.5
108,서울,2017-07-28 00,25.1,3.0
108,서울,2017-07-28 01,25.0,1.0
108,서울,2017-07-28 02,25.0,1.5
108,서울,2017-07-28 03,24.9,0.0
108,서울,2017-07-28 04,24.9,0.0
108,서울,2017-07-28 05,24.9,1.0
108,서울,2017-07-28 06,24.8,1.5
108,서울,2017-07-28 07,24.8,0.5
108,서울,2017-07-28 08,25.0,0.0
108,서울,2017-07-28 09,25.0,1.0
108,서울,2017-07-28 10,25.1,1.0
108,서울,2017-07-28 11,25.4,0.5
108,서울,2017-07-28 12,25.7,
108,서울,2017-07-28 13,26.0,
108,서울,2017-07-28 14,25.6,0.0
108,서울,2017-07-28 15,25.9,0.5
108,서울,2017-07-28 16,25.9,0.0
108,서울,2017-07-28 17,26.3,
108,서울,2017-07-28 18,26.6,
108,서울,2017-07-28 19,26.2,
108,서울,2017-07-28 20,26.0,
108,서울,2017-07-28 21,25.7,
108,서울,2017-07-28 22,25.6,
108,서울,2017-07-28 23,25.4,
108,서울,2017-07-29 00,25.2,
108,서울,2017-07-29 01,25.1,
108,서울,2017-07-29 02,25.0,
108,서울,2017-07-29 03,25.1,
108,서울,2017-07-29 04,25.1,
108,서울,2017-07-29 05,25.1,
108,서울,2017-07-29 06,25.0,
108,서울,2017-07-29 07,25.1,0.0
108,서울,2017-07-29 08,25.6,
108,서울,2017-07-29 09,26.3,
108,서울,2017-07-29 10,27.3,
108,서울,2017-07-29 11,27.8,0.0
108,서울,2017-07-29 12,28.5,0.0
108,서울,2017-07-29 13,29.1,
108,서울,2017-07-29 14,29.3,
108,서울,2017-07-29 15,29.7,
108,서울,2017-07-29 16,29.6,
108,서울,2017-07-29 17,29.9,
108,서울,2017-07-29 18,29.7,
108,서울,2017-07-29 19,28.9,
108,서울,2017-07-29 20,28.0,
108,서울,2017-07-29 21,27.2,
108,서울,2017-07-29 22,26.6,
108,서울,2017-07-29 23,26.1,
108,서울,2017-07-30 00,25.8,
108,서울,2017-07-30 01,25.4,
108,서울,2017-07-30 02,25.3,
