LocNumber,Loc,Date,Temp,Prec
108,서울,2017-11-03 19,9.3,,
108,서울,2017-11-03 20,7.9,,
108,서울,2017-11-03 21,7.3,,
108,서울,2017-11-03 22,6.9,,
108,서울,2017-11-03 23,6.7,,
108,서울,2017-11-04 00,6.1,,
108,서울,2017-11-04 01,5.6,,
108,서울,2017-11-04 02,5.2,,
108,서울,2017-11-04 03,4.9,,
108,서울,2017-11-04 04,5.1,,
108,서울,2017-11-04 05,5.1,,
108,서울,2017-11-04 06,5.1,,
108,서울,2017-11-04 07,4.9,,
108,서울,2017-11-04 08,4.7,,
108,서울,2017-11-04 09,5.9,,
108,서울,2017-11-04 10,8.4,,
108,서울,2017-11-04 11,10.5,,
108,서울,2017-11-04 12,11.8,,
108,서울,2017-11-04 13,12.7,,
108,서울,2017-11-04 14,13.6,,
108,서울,2017-11-04 15,12.8,,
108,서울,2017-11-04 16,11.7,,
108,서울,2017-11-04 17,10.8,,
108,서울,2017-11-04 18,9.3,,
108,서울,2017-11-04 19,8.5,,
108,서울,2017-11-04 20,7.9,,
108,서울,2017-11-04 21,7.1,,
108,서울,2017-11-04 22,6.3,,
108,서울,2017-11-04 23,5.8,,
108,서울,2017-11-05 00,5.3,,
108,서울,2017-11-05 01,4.5,,
108,서울,2017-11-05 02,3.7,,
108,서울,2017-11-05 03,3.3,,
108,서울,2017-11-05 04,3.3,,
108,서울,2017-11-05 05,2.9,,
108,서울,2017-11-05 06,3.0,,
108,서울,2017-11-05 07,2.9,,
108,서울,2017-11-05 08,3.2,,
108,서울,2017-11-05 09,5.0,,
108,서울,2017-11-05 10,6.8,,
108,서울,2017-11-05 11,9.0,,
108,서울,2017-11-05 12,11.8,,
108,서울,2017-11-05 13,13.7,,
108,서울,2017-11-05 14,14.9,,
108,서울,2017-11-05 15,15.1,,
108,서울,2017-11-05 16,15.0,,
108,서울,2017-11-05 17,13.2,,
108,서울,2017-11-05 18,11.6,,
108,서울,2017-11-05 19,10.8,,
108,서울,2017-11-05 20,10.0,,
108,서울,2017-11-05 21,9.2,,
108,서울,2017-11-05 22,8.7,,
108,서울,2017-11-05 23,8.0,,
108,서울,2017-11-06 00,8.0,,
108,서울,2017-11-06 01,8.3,,
108,서울,2017-11-06 02,8.4,,
108,서울,2017-11-06 03,8.6,,
108,서울,2017-11-06 04,8.6,,
108,서울,2017-11-06 05,8.6,,
108,서울,2017-11-06 06,8.5,,
108,서울,2017-11-06 07,8.5,,
108,서울,2017-11-06 08,8.9,,
108,서울,2017-11-06 09,9.9,,
108,서울,2017-11-06 10,11.3,,
108,서울,2017-11-06 11,12.7,,
108,서울,2017-11-06 12,14.1,,
108,서울,2017-11-06 13,15.5,,
108,서울,2017-11-06 14,16.3,,
108,서울,2017-11-06 15,16.1,,
108,서울,2017-11-06 16,16.0,,
108,서울,2017-11-06 17,14.4,,
108,서울,2017-11-06 18,13.1,,
108,서울,2017-11-06 19,12.1,,
108,서울,2017-11-06 20,11.6,,
108,서울,2017-11-06 21,11.0,,
108,서울,2017-11-06 22,10.5,,
108,서울,2017-11-06 23,9.9,,
108,서울,2017-11-07 00,9.5,,
108,서울,2017-11-07 01,9.2,,
108,서울,2017-11-07 02,9.4,,
108,서울,2017-11-07 03,9.9,,
108,서울,2017-11-07 04,10.1,,
108,서울,2017-11-07 05,10.2,,
108,서울,2017-11-07 06,10.3,,
108,서울,2017-11-07 07,10.5,,
108,서울,2017-11-07 08,10.7,,
108,서울,2017-11-07 09,11.3,,
108,서울,2017-11-07 10,12.2,,
108,서울,2017-11-07 11,13.1,,
108,서울,2017-11-07 12,14.8,,
108,서울,2017-11-07 13,16.2,,
108,서울,2017-11-07 14,17.4,,
108,서울,2017-11-07 15,18.3,,
108,서울,2017-11-07 16,18.0,,
108,서울,2017-11-07 17,17.7,,
108,서울,2017-11-07 18,17.3,,
108,서울,2017-11-07 19,16.9,,
108,서울,2017-11-07 20,16.5,,
108,서울,2017-11-07 21,16.4,,
108,서울,2017-11-07 22,16.3,,
108,서울,2017-11-07 23,16.5,,
108,서울,2017-11-08 00,16.6,0.0,
108,서울,2017-11-08 01,16.0,,
108,서울,2017-11-08 02,15.4,,
108,서울,2017-11-08 03,15.0,0.0,
108,서울,2017-11-08 04,14.5,,
108,서울,2017-11-08 05,14.4,,
108,서울,2017-11-08 06,14.2,,
108,서울,2017-11-08 07,13.6,,
108,서울,2017-11-08 08,13.5,,
108,서울,2017-11-08 09,14.0,,
108,서울,2017-11-08 10,14.9,,
108,서울,2017-11-08 11,16.0,,
108,서울,2017-11-08 12,16.8,,
108,서울,2017-11-08 13,17.0,,
108,서울,2017-11-08 14,17.1,,
108,서울,2017-11-08 15,16.9,,
108,서울,2017-11-08 16,15.7,,
108,서울,2017-11-08 17,14.0,,
108,서울,2017-11-08 18,12.5,,
108,서울,2017-11-08 19,11.2,,
108,서울,2017-11-08 20,9.7,,
108,서울,2017-11-08 21,8.5,,
108,서울,2017-11-08 22,8.0,,
108,서울,2017-11-08 23,7.5,,
108,서울,2017-11-09 00,6.9,,
108,서울,2017-11-09 01,6.2,,
108,서울,2017-11-09 02,5.6,,
108,서울,2017-11-09 03,4.8,,
108,서울,2017-11-09 04,4.4,,
108,서울,2017-11-09 05,4.2,,
108,서울,2017-11-09 06,4.1,,
108,서울,2017-11-09 07,3.9,,
108,서울,2017-11-09 08,3.7,,
108,서울,2017-11-09 09,5.9,,
108,서울,2017-11-09 10,8.8,,
108,서울,2017-11-09 11,11.1,,
108,서울,2017-11-09 12,12.5,,
108,서울,2017-11-09 13,14.5,,
108,서울,2017-11-09 14,16.1,,
108,서울,2017-11-09 15,16.7,,
108,서울,2017-11-09 16,16.3,,
108,서울,2017-11-09 17,14.6,,
108,서울,2017-11-09 18,12.7,,
108,서울,2017-11-09 19,11.7,,
108,서울,2017-11-09 20,10.7,,
108,서울,2017-11-09 21,10.1,,
108,서울,2017-11-09 22,9.3,,
108,서울,2017-11-09 23,8.8,,
108,서울,2017-11-10 00,8.1,,
108,서울,2017-11-10 01,7.9,,
108,서울,2017-11-10 02,7.6,,
108,서울,2017-11-10 03,7.8,,
108,서울,2017-11-10 04,7.7,,
108,서울,2017-11-10 05,8.1,,
108,서울,2017-11-10 06,7.9,,
108,서울,2017-11-10 07,7.6,,
108,서울,2017-11-10 08,8.3,,
108,서울,2017-11-10 09,9.6,,
108,서울,2017-11-10 10,11.5,,
108,서울,2017-11-10 11,14.5,,
108,서울,2017-11-10 12,15.9,,
108,서울,2017-11-10 13,15.8,,
108,서울,2017-11-10 14,15.6,,
108,서울,2017-11-10 15,13.8,1.5,
108,서울,2017-11-10 16,12.4,,
108,서울,2017-11-10 17,11.3,,
108,서울,2017-11-10 18,10.0,6.0,
108,서울,2017-11-10 19,9.4,,
108,서울,2017-11-10 20,9.1,,
108,서울,2017-11-10 21,7.7,,
108,서울,2017-11-10 22,6.4,,
108,서울,2017-11-10 23,5.8,,
108,서울,2017-11-11 00,5.3,,
108,서울,2017-11-11 01,5.1,,
108,서울,2017-11-11 02,4.8,,
108,서울,2017-11-11 03,4.6,,
108,서울,2017-11-11 04,4.5,,
108,서울,2017-11-11 05,4.2,,
108,서울,2017-11-11 06,3.8,,
108,서울,2017-11-11 07,3.1,,
108,서울,2017-11-11 08,2.8,,
108,서울,2017-11-11 09,4.1,,
108,서울,2017-11-11 10,5.4,,
108,서울,2017-11-11 11,7.0,,
108,서울,2017-11-11 12,7.7,,
108,서울,2017-11-11 13,9.1,,
108,서울,2017-11-11 14,10.0,,
108,서울,2017-11-11 15,10.4,,
108,서울,2017-11-11 16,9.9,,
108,서울,2017-11-11 17,8.8,,
108,서울,2017-11-11 18,7.5,,
108,서울,2017-11-11 19,6.8,,
108,서울,2017-11-11 20,6.2,,
108,서울,2017-11-11 21,5.8,,
108,서울,2017-11-11 22,5.2,,
108,서울,2017-11-11 23,4.5,,
108,서울,2017-11-12 00,3.6,,
108,서울,2017-11-12 01,2.9,,
108,서울,2017-11-12 02,2.3,,
108,서울,2017-11-12 03,1.8,,
108,서울,2017-11-12 04,1.3,,
108,서울,2017-11-12 05,1.3,,
108,서울,2017-11-12 06,1.0,,
108,서울,2017-11-12 07,0.6,,
108,서울,2017-11-12 08,0.5,,
108,서울,2017-11-12 09,2.2,,
108,서울,2017-11-12 10,5.5,,
108,서울,2017-11-12 11,7.5,,
108,서울,2017-11-12 12,9.1,,
108,서울,2017-11-12 13,10.2,,
108,서울,2017-11-12 14,10.9,,
108,서울,2017-11-12 15,11.0,,
108,서울,2017-11-12 16,11.1,,
108,서울,2017-11-12 17,9.5,,
108,서울,2017-11-12 18,8.0,,
108,서울,2017-11-12 19,7.3,,
108,서울,2017-11-12 20,6.5,,
108,서울,2017-11-12 21,5.5,,
108,서울,2017-11-12 22,5.2,,
108,서울,2017-11-12 23,4.6,,
108,서울,2017-11-13 00,4.1,,
108,서울,2017-11-13 01,3.5,,
108,서울,2017-11-13 02,3.4,,
108,서울,2017-11-13 03,3.1,,
108,서울,2017-11-13 04,3.3,,
108,서울,2017-11-13 05,3.7,,
108,서울,2017-11-13 06,4.0,,
108,서울,2017-11-13 07,4.5,,
108,서울,2017-11-13 08,4.8,,
108,서울,2017-11-13 09,5.5,0.0,
108,서울,2017-11-13 10,6.6,,
108,서울,2017-11-13 11,8.5,,
108,서울,2017-11-13 12,9.6,,
108,서울,2017-11-13 13,11.1,,
108,서울,2017-11-13 14,10.8,,
108,서울,2017-11-13 15,11.1,,
108,서울,2017-11-13 16,11.3,,
108,서울,2017-11-13 17,11.2,,
108,서울,2017-11-13 18,11.3,,
108,서울,2017-11-13 19,11.7,,
108,서울,2017-11-13 20,11.8,,
108,서울,2017-11-13 21,11.8,0.0,
108,서울,2017-11-13 22,10.9,,
108,서울,2017-11-13 23,10.8,,
108,서울,2017-11-14 00,10.7,4.5,
108,서울,2017-11-14 01,10.1,,
108,서울,2017-11-14 02,9.7,,
108,서울,2017-11-14 03,9.0,,
108,서울,2017-11-14 04,8.3,,
108,서울,2017-11-14 05,7.9,,
108,서울,2017-11-14 06,7.6,,
108,서울,2017-11-14 07,6.5,,
108,서울,2017-11-14 08,5.7,,
108,서울,2017-11-14 09,6.7,,
108,서울,2017-11-14 10,9.0,,
108,서울,2017-11-14 11,10.5,,
108,서울,2017-11-14 12,11.1,,
108,서울,2017-11-14 13,11.1,,
108,서울,2017-11-14 14,10.3,,
108,서울,2017-11-14 15,10.2,,
108,서울,2017-11-14 16,8.9,,
108,서울,2017-11-14 17,7.8,,
108,서울,2017-11-14 18,6.8,,
108,서울,2017-11-14 19,5.9,,
108,서울,2017-11-14 20,5.4,,
108,서울,2017-11-14 21,5.3,,
108,서울,2017-11-14 22,4.3,,
108,서울,2017-11-14 23,3.5,,
108,서울,2017-11-15 00,3.0,,
108,서울,2017-11-15 01,3.1,,
108,서울,2017-11-15 02,3.1,,
108,서울,2017-11-15 03,4.1,,
108,서울,2017-11-15 04,3.4,,
108,서울,2017-11-15 05,2.5,,
108,서울,2017-11-15 06,2.0,,
108,서울,2017-11-15 07,1.5,,
108,서울,2017-11-15 08,1.2,,
108,서울,2017-11-15 09,2.8,,
108,서울,2017-11-15 10,4.1,,
108,서울,2017-11-15 11,5.2,,
108,서울,2017-11-15 12,6.4,,
108,서울,2017-11-15 13,6.0,,
108,서울,2017-11-15 14,6.3,,
108,서울,2017-11-15 15,5.7,,
108,서울,2017-11-15 16,5.7,,
108,서울,2017-11-15 17,4.8,,
108,서울,2017-11-15 18,4.0,,
108,서울,2017-11-15 19,3.2,,
108,서울,2017-11-15 20,2.4,,
108,서울,2017-11-15 21,1.3,,
108,서울,2017-11-15 22,0.2,,
108,서울,2017-11-15 23,-0.3,,
108,서울,2017-11-16 00,-1.1,,
108,서울,2017-11-16 01,-1.5,,
108,서울,2017-11-16 02,-1.6,,
108,서울,2017-11-16 03,-2.1,,
108,서울,2017-11-16 04,-2.6,,
108,서울,2017-11-16 05,-2.8,,
108,서울,2017-11-16 06,-2.8,,
108,서울,2017-11-16 07,-3.2,,
108,서울,2017-11-16 08,-3.3,,
108,서울,2017-11-16 09,-1.6,,
108,서울,2017-11-16 10,1.2,,
108,서울,2017-11-16 11,3.0,,
108,서울,2017-11-16 12,3.7,,
108,서울,2017-11-16 13,5.8,,
108,서울,2017-11-16 14,6.1,,
108,서울,2017-11-16 15,6.1,,
108,서울,2017-11-16 16,5.9,,
108,서울,2017-11-16 17,4.3,,
108,서울,2017-11-16 18,3.2,,
108,서울,2017-11-16 19,2.6,,
108,서울,2017-11-16 20,1.9,,
108,서울,2017-11-16 21,1.4,,
108,서울,2017-11-16 22,0.8,,
108,서울,2017-11-16 23,0.3,,
108,서울,2017-11-17 00,0.0,,
108,서울,2017-11-17 01,-0.3,,
108,서울,2017-11-17 02,-0.9,,
108,서울,2017-11-17 03,-1.3,,
108,서울,2017-11-17 04,-1.5,,
108,서울,2017-11-17 05,-0.4,,
108,서울,2017-11-17 06,0.2,,
108,서울,2017-11-17 07,0.9,,
108,서울,2017-11-17 08,1.4,,
108,서울,2017-11-17 09,1.9,,
108,서울,2017-11-17 10,2.9,,
108,서울,2017-11-17 11,3.7,,
108,서울,2017-11-17 12,4.2,,
108,서울,2017-11-17 13,4.8,,
108,서울,2017-11-17 14,5.3,,
108,서울,2017-11-17 15,5.7,0.0,
108,서울,2017-11-17 16,5.8,,
108,서울,2017-11-17 17,5.7,,
108,서울,2017-11-17 18,5.7,0.0,
108,서울,2017-11-17 19,5.7,,
108,서울,2017-11-17 20,5.3,,
108,서울,2017-11-17 21,4.8,0.0,
108,서울,2017-11-17 22,4.9,,
108,서울,2017-11-17 23,3.6,,
108,서울,2017-11-18 00,2.6,0.0,
108,서울,2017-11-18 01,2.1,,
108,서울,2017-11-18 02,1.3,,
108,서울,2017-11-18 03,0.1,,
108,서울,2017-11-18 04,-1.2,,
108,서울,2017-11-18 05,-2.1,,
108,서울,2017-11-18 06,-2.9,,
108,서울,2017-11-18 07,-3.5,,
108,서울,2017-11-18 08,-3.9,,
108,서울,2017-11-18 09,-3.4,,
108,서울,2017-11-18 10,-2.6,,
108,서울,2017-11-18 11,-1.5,,
108,서울,2017-11-18 12,-1.1,,
108,서울,2017-11-18 13,0.2,,
108,서울,2017-11-18 14,0.5,,
108,서울,2017-11-18 15,0.8,,
108,서울,2017-11-18 16,0.6,,
108,서울,2017-11-18 17,-0.8,,
108,서울,2017-11-18 18,-1.7,,
108,서울,2017-11-18 19,-2.5,,
108,서울,2017-11-18 20,-3.1,,
108,서울,2017-11-18 21,-3.7,,
108,서울,2017-11-18 22,-4.2,,
108,서울,2017-11-18 23,-4.6,,
108,서울,2017-11-19 00,-4.8,,
108,서울,2017-11-19 01,-5.0,,
108,서울,2017-11-19 02,-5.2,,
108,서울,2017-11-19 03,-5.6,,
108,서울,2017-11-19 04,-5.9,,
108,서울,2017-11-19 05,-6.3,,
108,서울,2017-11-19 06,-6.4,,
108,서울,2017-11-19 07,-6.6,,
108,서울,2017-11-19 08,-6.1,,
108,서울,2017-11-19 09,-4.6,,
108,서울,2017-11-19 10,-2.5,,
108,서울,2017-11-19 11,-0.6,,
108,서울,2017-11-19 12,0.6,,
108,서울,2017-11-19 13,1.6,,
108,서울,2017-11-19 14,2.5,,
108,서울,2017-11-19 15,3.3,,
108,서울,2017-11-19 16,3.1,,
108,서울,2017-11-19 17,1.6,,
108,서울,2017-11-19 18,0.9,,
108,서울,2017-11-19 19,0.6,,
108,서울,2017-11-19 20,0.4,,
108,서울,2017-11-19 21,0.4,,
108,서울,2017-11-19 22,0.3,,
108,서울,2017-11-19 23,-0.5,,
108,서울,2017-11-20 00,-1.2,,
108,서울,2017-11-20 01,-1.7,,
108,서울,2017-11-20 02,-2.5,,
108,서울,2017-11-20 03,-2.7,,
108,서울,2017-11-20 04,-2.9,,
108,서울,2017-11-20 05,-3.3,,
108,서울,2017-11-20 06,-3.6,,
108,서울,2017-11-20 07,-3.3,,
108,서울,2017-11-20 08,-3.8,,
108,서울,2017-11-20 09,-2.5,,
108,서울,2017-11-20 10,0.5,,
108,서울,2017-11-20 11,2.7,,
108,서울,2017-11-20 12,3.8,,
108,서울,2017-11-20 13,3.5,,
108,서울,2017-11-20 14,3.3,,
108,서울,2017-11-20 15,3.1,0.0,
108,서울,2017-11-20 16,2.8,,
108,서울,2017-11-20 17,2.2,,
108,서울,2017-11-20 18,0.9,0.0,
108,서울,2017-11-20 19,0.4,,
108,서울,2017-11-20 20,-0.5,,
108,서울,2017-11-20 21,-0.6,,
108,서울,2017-11-20 22,-1.5,,
108,서울,2017-11-20 23,-1.7,,
108,서울,2017-11-21 00,-2.0,,
108,서울,2017-11-21 01,-2.5,,
108,서울,2017-11-21 02,-2.9,,
108,서울,2017-11-21 03,-2.9,,
108,서울,2017-11-21 04,-3.3,,
108,서울,2017-11-21 05,-3.5,,
108,서울,2017-11-21 06,-3.9,,
108,서울,2017-11-21 07,-4.1,,
108,서울,2017-11-21 08,-3.9,,
108,서울,2017-11-21 09,-2.7,,
108,서울,2017-11-21 10,0.2,,
108,서울,2017-11-21 11,2.6,,
108,서울,2017-11-21 12,4.4,,
108,서울,2017-11-21 13,7.0,,
108,서울,2017-11-21 14,7.1,,
108,서울,2017-11-21 15,7.8,,
108,서울,2017-11-21 16,7.3,,
108,서울,2017-11-21 17,5.8,,
108,서울,2017-11-21 18,4.3,,
108,서울,2017-11-21 19,3.2,,
108,서울,2017-11-21 20,2.7,,
108,서울,2017-11-21 21,2.1,,
108,서울,2017-11-21 22,1.4,,
108,서울,2017-11-21 23,0.9,,
108,서울,2017-11-22 00,1.0,,
108,서울,2017-11-22 01,1.9,,
108,서울,2017-11-22 02,2.3,,
108,서울,2017-11-22 03,2.2,,
108,서울,2017-11-22 04,2.6,,
108,서울,2017-11-22 05,2.7,,
108,서울,2017-11-22 06,2.9,,
108,서울,2017-11-22 07,3.1,,
108,서울,2017-11-22 08,2.7,,
108,서울,2017-11-22 09,2.8,0.5,
108,서울,2017-11-22 10,3.9,,
108,서울,2017-11-22 11,5.7,,
108,서울,2017-11-22 12,7.5,,
108,서울,2017-11-22 13,9.0,,
108,서울,2017-11-22 14,10.8,,
108,서울,2017-11-22 15,9.6,,
108,서울,2017-11-22 16,9.3,,
108,서울,2017-11-22 17,8.1,,
108,서울,2017-11-22 18,6.6,,
108,서울,2017-11-22 19,5.2,,
108,서울,2017-11-22 20,3.1,,
108,서울,2017-11-22 21,1.9,,
108,서울,2017-11-22 22,1.5,,
108,서울,2017-11-22 23,1.0,,
108,서울,2017-11-23 00,0.6,,
108,서울,2017-11-23 01,0.2,,
108,서울,2017-11-23 02,0.0,,
108,서울,2017-11-23 03,-0.5,,
108,서울,2017-11-23 04,-1.1,,
108,서울,2017-11-23 05,-1.8,,
108,서울,2017-11-23 06,-2.5,,
108,서울,2017-11-23 07,-1.9,,
108,서울,2017-11-23 08,-0.6,,
108,서울,2017-11-23 09,0.4,0.0,
108,서울,2017-11-23 10,1.2,,
108,서울,2017-11-23 11,3.0,,
108,서울,2017-11-23 12,3.0,0.0,
108,서울,2017-11-23 13,4.0,,
108,서울,2017-11-23 14,3.7,,
108,서울,2017-11-23 15,4.5,0.0,
108,서울,2017-11-23 16,3.8,,
108,서울,2017-11-23 17,2.8,,
108,서울,2017-11-23 18,2.1,,
108,서울,2017-11-23 19,1.5,,
108,서울,2017-11-23 20,0.8,,
108,서울,2017-11-23 21,0.7,,
108,서울,2017-11-23 22,1.5,,
108,서울,2017-11-23 23,1.1,,
108,서울,2017-11-24 00,-0.4,1.2,
108,서울,2017-11-24 01,-0.2,,
108,서울,2017-11-24 02,-0.2,,
108,서울,2017-11-24 03,-0.9,0.0,
108,서울,2017-11-24 04,-1.7,,
108,서울,2017-11-24 05,-2.0,,
108,서울,2017-11-24 06,-1.8,,
108,서울,2017-11-24 07,-1.4,,
108,서울,2017-11-24 08,-1.0,,
108,서울,2017-11-24 09,-0.3,,
108,서울,2017-11-24 10,1.1,,
108,서울,2017-11-24 11,1.4,,
108,서울,2017-11-24 12,1.5,,
108,서울,2017-11-24 13,2.3,,
108,서울,2017-11-24 14,2.5,,
108,서울,2017-11-24 15,2.6,,
108,서울,2017-11-24 16,2.0,,
108,서울,2017-11-24 17,0.9,,
108,서울,2017-11-24 18,0.0,,
108,서울,2017-11-24 19,-0.5,,
108,서울,2017-11-24 20,-1.0,,
108,서울,2017-11-24 21,-1.8,,
108,서울,2017-11-24 22,-2.1,,
108,서울,2017-11-24 23,-2.5,,
108,서울,2017-11-25 00,-2.4,,
108,서울,2017-11-25 01,-2.8,,
108,서울,2017-11-25 02,-3.0,,
108,서울,2017-11-25 03,-3.1,,
108,서울,2017-11-25 04,-2.9,,
108,서울,2017-11-25 05,-2.8,,
108,서울,2017-11-25 06,-1.9,0.0,
108,서울,2017-11-25 07,-1.9,,
108,서울,2017-11-25 08,-1.5,,
108,서울,2017-11-25 09,-0.6,0.0,
108,서울,2017-11-25 10,1.9,,
108,서울,2017-11-25 11,2.4,,
108,서울,2017-11-25 12,4.1,0.5,
108,서울,2017-11-25 13,4.6,,
108,서울,2017-11-25 14,5.5,,
108,서울,2017-11-25 15,5.1,3.5,
108,서울,2017-11-25 16,5.2,,
108,서울,2017-11-25 17,5.6,,
108,서울,2017-11-25 18,6.6,18.5,
108,서울,2017-11-25 19,7.0,,
108,서울,2017-11-25 20,7.1,,
108,서울,2017-11-25 21,7.2,1.5,
108,서울,2017-11-25 22,7.3,,
108,서울,2017-11-25 23,7.0,,
108,서울,2017-11-26 00,6.6,,
108,서울,2017-11-26 01,6.0,,
108,서울,2017-11-26 02,4.6,,
108,서울,2017-11-26 03,3.4,,
108,서울,2017-11-26 04,3.2,,
108,서울,2017-11-26 05,2.7,,
108,서울,2017-11-26 06,2.5,,
108,서울,2017-11-26 07,2.2,,
108,서울,2017-11-26 08,1.7,,
108,서울,2017-11-26 09,2.0,,
108,서울,2017-11-26 10,3.1,,
108,서울,2017-11-26 11,4.5,,
108,서울,2017-11-26 12,5.4,,
108,서울,2017-11-26 13,7.1,,
108,서울,2017-11-26 14,7.1,,
108,서울,2017-11-26 15,7.2,,
108,서울,2017-11-26 16,7.1,,
108,서울,2017-11-26 17,5.6,,
108,서울,2017-11-26 18,4.4,,
108,서울,2017-11-26 19,3.6,,
108,서울,2017-11-26 20,2.8,,
108,서울,2017-11-26 21,1.7,,
108,서울,2017-11-26 22,1.2,,
108,서울,2017-11-26 23,0.5,,
108,서울,2017-11-27 00,-0.3,,
108,서울,2017-11-27 01,-0.7,,
108,서울,2017-11-27 02,-1.3,,
108,서울,2017-11-27 03,-1.7,,
108,서울,2017-11-27 04,-1.8,,
108,서울,2017-11-27 05,-2.5,,
108,서울,2017-11-27 06,-2.5,,
108,서울,2017-11-27 07,-2.6,,
108,서울,2017-11-27 08,-2.8,,
108,서울,2017-11-27 09,-1.5,,
108,서울,2017-11-27 10,1.2,,
108,서울,2017-11-27 11,3.5,,
108,서울,2017-11-27 12,6.3,,
108,서울,2017-11-27 13,7.9,,
108,서울,2017-11-27 14,8.8,,
108,서울,2017-11-27 15,9.2,,
108,서울,2017-11-27 16,9.1,,
108,서울,2017-11-27 17,6.9,,
108,서울,2017-11-27 18,5.2,,
108,서울,2017-11-27 19,4.1,,
108,서울,2017-11-27 20,3.0,,
108,서울,2017-11-27 21,2.3,,
108,서울,2017-11-27 22,2.0,,
108,서울,2017-11-27 23,2.3,,
108,서울,2017-11-28 00,2.3,,
108,서울,2017-11-28 01,2.2,,
108,서울,2017-11-28 02,1.8,,
108,서울,2017-11-28 03,2.2,,
108,서울,2017-11-28 04,2.3,,
108,서울,2017-11-28 05,2.3,,
108,서울,2017-11-28 06,1.7,,
108,서울,2017-11-28 07,1.4,,
108,서울,2017-11-28 08,2.2,,
108,서울,2017-11-28 09,3.1,,
108,서울,2017-11-28 10,4.5,,
108,서울,2017-11-28 11,6.4,,
108,서울,2017-11-28 12,9.1,,
108,서울,2017-11-28 13,10.8,,
108,서울,2017-11-28 14,10.1,,
108,서울,2017-11-28 15,10.0,,
108,서울,2017-11-28 16,10.4,,
108,서울,2017-11-28 17,9.7,,
108,서울,2017-11-28 18,8.9,,
108,서울,2017-11-28 19,8.5,,
108,서울,2017-11-28 20,8.2,,
108,서울,2017-11-28 21,8.2,,
108,서울,2017-11-28 22,8.5,,
108,서울,2017-11-28 23,8.3,,
108,서울,2017-11-29 00,8.0,0.5,
108,서울,2017-11-29 01,8.1,,
108,서울,2017-11-29 02,8.0,,
108,서울,2017-11-29 03,8.0,0.0,
108,서울,2017-11-29 04,7.0,,
108,서울,2017-11-29 05,6.5,,
108,서울,2017-11-29 06,5.2,,
108,서울,2017-11-29 07,3.8,,
108,서울,2017-11-29 08,2.5,,
108,서울,2017-11-29 09,1.9,,
108,서울,2017-11-29 10,2.5,,
108,서울,2017-11-29 11,4.0,,
108,서울,2017-11-29 12,4.6,,
108,서울,2017-11-29 13,5.2,,
108,서울,2017-11-29 14,5.6,,
