지점번호,지점,일시,기온,강수량
108,서울,2017-03-29 18,11.9,,
108,서울,2017-03-29 19,10.6,,
108,서울,2017-03-29 20,9.3,,
108,서울,2017-03-29 21,8.4,,
108,서울,2017-03-29 22,7.6,,
108,서울,2017-03-29 23,7.1,,
108,서울,2017-03-30 00,6.4,,
108,서울,2017-03-30 01,5.8,,
108,서울,2017-03-30 02,5.5,,
108,서울,2017-03-30 03,4.9,,
108,서울,2017-03-30 04,4.5,,
108,서울,2017-03-30 05,4.4,,
108,서울,2017-03-30 06,4.3,,
108,서울,2017-03-30 07,4.3,,
108,서울,2017-03-30 08,5.5,,
108,서울,2017-03-30 09,8.2,,
108,서울,2017-03-30 10,10.9,,
108,서울,2017-03-30 11,13.0,,
108,서울,2017-03-30 12,14.2,,
108,서울,2017-03-30 13,15.6,,
108,서울,2017-03-30 14,16.9,,
108,서울,2017-03-30 15,16.8,,
108,서울,2017-03-30 16,16.7,,
108,서울,2017-03-30 17,15.5,,
108,서울,2017-03-30 18,14.8,,
108,서울,2017-03-30 19,13.2,,
108,서울,2017-03-30 20,11.7,,
108,서울,2017-03-30 21,10.6,,
108,서울,2017-03-30 22,10.5,,
108,서울,2017-03-30 23,10.8,,
108,서울,2017-03-31 00,10.8,,
108,서울,2017-03-31 01,10.5,,
108,서울,2017-03-31 02,10.4,,
108,서울,2017-03-31 03,10.1,,
108,서울,2017-03-31 04,9.9,,
108,서울,2017-03-31 05,9.9,,
108,서울,2017-03-31 06,9.7,0.0,
108,서울,2017-03-31 07,9.6,,
108,서울,2017-03-31 08,9.9,,
108,서울,2017-03-31 09,10.2,0.2,
108,서울,2017-03-31 10,11.7,,
108,서울,2017-03-31 11,12.3,,
108,서울,2017-03-31 12,12.0,0.0,
108,서울,2017-03-31 13,9.8,,
108,서울,2017-03-31 14,9.2,,
108,서울,2017-03-31 15,8.3,1.3,
108,서울,2017-03-31 16,8.0,,
108,서울,2017-03-31 17,7.6,,
108,서울,2017-03-31 18,7.7,0.0,
108,서울,2017-03-31 19,6.9,,
108,서울,2017-03-31 20,6.3,,
108,서울,2017-03-31 21,6.1,,
108,서울,2017-03-31 22,5.6,,
108,서울,2017-03-31 23,5.3,,
