LocNumber,Loc,Date,Temp,Prec
108,서울,2017-05-29 19,24.8,,
108,서울,2017-05-29 20,22.8,,
108,서울,2017-05-29 21,21.9,,
108,서울,2017-05-29 22,21.3,,
108,서울,2017-05-29 23,20.6,,
108,서울,2017-05-30 00,20.0,,
108,서울,2017-05-30 01,19.4,,
108,서울,2017-05-30 02,19.1,,
108,서울,2017-05-30 03,18.9,,
108,서울,2017-05-30 04,18.8,,
108,서울,2017-05-30 05,18.7,,
108,서울,2017-05-30 06,18.7,,
108,서울,2017-05-30 07,19.5,,
108,서울,2017-05-30 08,20.8,,
108,서울,2017-05-30 09,22.5,,
108,서울,2017-05-30 10,24.4,,
108,서울,2017-05-30 11,26.1,,
108,서울,2017-05-30 12,26.7,,
108,서울,2017-05-30 13,27.9,,
108,서울,2017-05-30 14,29.1,,
108,서울,2017-05-30 15,29.6,,
108,서울,2017-05-30 16,29.8,,
108,서울,2017-05-30 17,29.5,,
108,서울,2017-05-30 18,28.7,,
108,서울,2017-05-30 19,27.7,,
108,서울,2017-05-30 20,25.6,,
108,서울,2017-05-30 21,23.4,,
108,서울,2017-05-30 22,21.9,,
108,서울,2017-05-30 23,20.7,,
108,서울,2017-05-31 00,20.0,,
108,서울,2017-05-31 01,19.4,,
108,서울,2017-05-31 02,18.8,,
108,서울,2017-05-31 03,18.5,,
108,서울,2017-05-31 04,18.3,,
108,서울,2017-05-31 05,17.7,,
108,서울,2017-05-31 06,17.8,,
108,서울,2017-05-31 07,19.2,,
108,서울,2017-05-31 08,21.3,,
108,서울,2017-05-31 09,23.3,,
108,서울,2017-05-31 10,23.8,,
108,서울,2017-05-31 11,25.5,,
108,서울,2017-05-31 12,26.2,,
108,서울,2017-05-31 13,26.7,,
108,서울,2017-05-31 14,28.4,,
108,서울,2017-05-31 15,29.4,,
108,서울,2017-05-31 16,29.1,,
108,서울,2017-05-31 17,29.3,,
108,서울,2017-05-31 18,27.2,,
108,서울,2017-05-31 19,25.7,,
108,서울,2017-05-31 20,23.8,,
108,서울,2017-05-31 21,22.8,,
108,서울,2017-05-31 22,22.2,,
108,서울,2017-05-31 23,21.5,,
