"","country","lon","lat"
"2538","Japan",139.77882,37.20166
"2539","Japan",43.567861,43.567861
"2541","Japan",138.98125,35.4375
"2550","China",124.03631,40.573023
"2553","Japan",136.490063,36.261288
"2554","Japan",136.490063,36.261288
"2555","Japan",138.332972,35.275333
"2563","Japan",139.047222,36.462778
"2564","Japan",137.466667,36.566667
"2565","Japan",137.466667,36.566667
"2566","Japan",137.466667,36.566667
"2573","Japan",138.751187,35.503188
"2578","Japan",139.834444,36.771389
"2579","Japan",140.36012,36.77835
"2580","Japan",138.332972,35.275333
"2583","Japan",138.495,35.558889
"2587","Japan",139.103081,35.482416
"2598","China",123.005494,39.840433
"2599","China",119.401485,41.244442
"2600","China",123.005494,39.840433
"2601","China",119.401485,41.244442
"2602","China",130.377202,42.798109
"2603","Japan",140.28654,36.1961
"2605","Japan",135.79846,34.40693
"2607","Japan",140.29192,36.29898
"2611","Japan",140.73969,36.80775
"2612","Japan",140.28654,36.1961
"2618","Japan",138.831667,36.745278
"2634","Japan",137.632222,35.317222
"2638","Japan",140.01413,36.00192
"2641","Japan",138.989167,36.193333
"2651","Japan",138.644444,36.409722
"2654","Japan",138.983611,36.220556
"2656","Japan",139.1658,35.47108
"2658","Japan",143.025674,42.107886
"2660","Japan",143.025674,42.107886
"2664","Japan",137.566667,36.783333
"2674","Japan",140.29192,36.29898
"2675","Japan",140.6825,36.679444
"2678","Japan",139.361944,36.490278
"2689","Japan",140.37804,36.47987
"2690","Japan",140.28654,36.1961
"2712","Japan",138.997778,36.591944
"2724","Japan",139.228068,35.524082
"2728","Japan",139.215556,36.935
"2730","Japan",138.305433,35.710402
"2732","Japan",139.080157,35.833759
"2733","Japan",139.080157,35.833759
"2735","Japan",139.10308,35.440754
"2740","Japan",134.300178,33.959877
"2742","Japan",137.583333,36.8
"2749","Japan",140.79,40.09
"2759","Japan",134.44717,34.0782
"2762","Japan",134.335491,33.950377
"2763","Japan",134.44717,34.0782
"2768","Japan",134.195991,34.017258
"2770","Russia",134.127542,43.017494
"2771","Japan",136.490063,36.261288
"2772","Russia",132.696784,43.072621
"2773","Russia",132.696784,43.072621
"2777","Japan",137.1,36.4
"2779","Japan",138.776389,36.431389
"2797","Japan",134.212353,33.934101
"2804","Japan",134.32959,33.948073
"2805","Japan",137.583333,36.966667
"2807","China",114.630747,39.879848
"2810","China",115.838889,39.71615
"2812","Japan",137.616667,36.766667
"2813","Japan",137.583333,36.933333
"2814","China",114.714432,39.364854
"2815","China",114.714432,39.364854
"2816","China",114.714432,39.364854
"2817","China",114.630747,39.879848
"2821","China",115.244941,39.317491
"2825","China",114.714432,39.364854
"2826","China",114.714432,39.364854
"2828","China",114.714432,39.364854
"2829","China",114.714432,39.364854
"2830","China",115.428146,39.626673
"2835","China",115.838889,39.71615
"2849","Russia",131.191284,42.596886
"2860","Japan",137.6,36.816667
"2861","Japan",137.65,36.716667
"2862","China",114.630747,39.879848
"2887","China",114.630747,39.879848
"2890","Japan",137.183333,36.7
"2902","Russia",131.952464,43.079103
"2924","China",121.926205,39.162111
"2929","China",115.838889,39.71615
"2954","China",127.6,42.16667
"2958","Japan",137.758611,36.758611
"2962","South Korea",128.173839,36.212008
"2963","South Korea",128.843072,36.126481
"2970","Japan",137.5,36.75
"2977","Japan",44,14
"2982","China",128.833333,42.333333
