"kind","country","lon","lat"
"Taxus cuspidata","Japan",141.4951,40.51077
"Taxus cuspidata","Japan",141.4951,40.51077
"Taxus cuspidata","Japan",140.25652,39.73561
"Taxus cuspidata","Japan",137.616667,36.216667
"Taxus cuspidata","Japan",139.9173,38.2719
"Taxus cuspidata","Japan",140.0268,38.547
"Taxus cuspidata","Japan",137.1,36.4
"Taxus cuspidata","Sweden",11.950755,57.683237
"Taxus cuspidata","Sweden",11.950755,57.683237
"Taxus cuspidata","Russia",132.54387,43.63607
"Taxus cuspidata","Japan",140.4432,38.1412
"Taxus cuspidata","China",128.514494,42.786504
"Taxus cuspidata","China",128.514494,42.786504
"Taxus cuspidata","China",103.627971,36.088454
"Taxus cuspidata","Japan",139.660278,35.608333
"Taxus cuspidata","Japan",140.5651,40.272
"Taxus cuspidata","South Korea",131,37.5
"Taxus cuspidata","Japan",140.1523,35.162202
"Taxus cuspidata","Japan",134.195991,34.017258
"Taxus cuspidata","Japan",134.195991,34.017258
"Taxus cuspidata","Japan",135.07942,35.12956
"Taxus cuspidata","Russia",134.360657,43.43484
"Taxus cuspidata","Russia",133.808054,42.863697
"Taxus cuspidata","Russia",133.808054,42.863697
"Taxus cuspidata","Russia",132.694829,43.167167
"Taxus cuspidata","Russia",132.694829,43.167167
"Taxus cuspidata","Russia",132.694829,43.167167
"Taxus cuspidata","Japan",138.14,35.45
"Taxus cuspidata","Japan",140.4854,38.2556
"Taxus cuspidata","United States",-71.05,42.35
"Taxus cuspidata","Japan",140.4432,38.1412
"Taxus cuspidata","United States",-123.0744,44.0453
"Taxus cuspidata","Japan",140.4432,38.1412
"Taxus cuspidata","Japan",134.3,35.21
"Taxus cuspidata","Japan",140.4432,38.1412
"Taxus cuspidata","China",121.469269,31.238176
"Taxus cuspidata","United States",-76.644949,43.3259
"Taxus cuspidata","Japan",137.2,36.666667
"Taxus cuspidata","United States",-73.894859,41.179817
"Taxus cuspidata","United States",-73.878143,40.862412
"Taxus cuspidata","United States",-73.878143,40.862412
"Taxus cuspidata","United States",-73.964726,40.668063
"Taxus cuspidata","China",118.797741,32.055645
"Taxus cuspidata","China",118.797741,32.055645
"Taxus cuspidata","United States",-72.10277,41.37833
"Taxus cuspidata","Japan",140.0474,39.1025
"Taxus cuspidata","United States",-73.875413,40.856767
"Taxus cuspidata","United States",-73.875413,40.856767
"Taxus cuspidata","Japan",139.7072,37.8548
"Taxus cuspidata","Japan",140.3557,38.47957
"Taxus cuspidata","China",103.82,36.05
"Taxus cuspidata","Germany",11.163889,48.124722
"Taxus cuspidata","Japan",139.616667,36.75
"Taxus cuspidata","Japan",138.18158,36.63491
"Taxus cuspidata","Russia",145.92337,44.14475
"Taxus cuspidata","Russia",145.86,44.12833
"Taxus cuspidata","Japan",138.36667,38.01667
"Taxus cuspidata","Japan",139.70126,36.72394
"Taxus cuspidata","Japan",139.70433,36.72783
"Taxus cuspidata","Japan",140.8811,40.65611
"Taxus cuspidata","Japan",142,43
"Taxus cuspidata","Russia",131.78749,42.97694
"Taxus cuspidata","Japan",138,36
"Taxus cuspidata","Japan",138,36
"Taxus cuspidata","Japan",139.272852,35.646756
"Taxus cuspidata","Sweden",18.0471,59.37
"Taxus cuspidata","South Korea",127.195,36.334
"Taxus cuspidata","Japan",144.383333,43.6
"Taxus cuspidata","Japan",139.75,35.75
"Taxus cuspidata","Georgia",43.03694,42.37639
"Taxus cuspidata","Japan",140.25311,37.72205
"Taxus cuspidata","Japan",139.272852,35.646756
"Taxus cuspidata","Finland",24.894978,60.219314
"Taxus cuspidata","Finland",25.075806,60.213083
"Taxus cuspidata","Finland",24.967094,60.220439
"Taxus cuspidata","Japan",140.439444,38.143611
"Taxus cuspidata","South Korea",126.5,33.383333
"Taxus cuspidata","South Korea",126.5,33.383333
"Taxus cuspidata","Sweden",18.0471,59.37
"Taxus cuspidata","Russia",132.3459,42.76527
"Taxus cuspidata","South Korea",128.416667,38.05
"Taxus cuspidata","United States",-71.683333,42.45
"Taxus cuspidata","Japan",139.75,35.666667
"Taxus cuspidata","United States",-123.0744,44.0453
"Taxus cuspidata","Japan",139.272852,35.646756
"Taxus cuspidata","Sweden",11.950755,57.683237
"Taxus cuspidata","Japan",140.4432,38.1412
"Taxus cuspidata","Sweden",11.950755,57.683237
"Taxus cuspidata","Japan",139.703283,35.625056
"Taxus cuspidata","Japan",140.066666,36.016667
"Taxus cuspidata","South Korea",126.5,33.383333
"Taxus cuspidata","United States",-71.133333,42.3
"Taxus cuspidata","Sweden",11.950755,57.683237
"Taxus cuspidata","Sweden",11.950755,57.683237
"Taxus cuspidata","Sweden",11.950755,57.683237
"Taxus cuspidata","United States",-71.683333,42.45
"Taxus cuspidata","South Korea",127.389119,36.364778
"Taxus cuspidata","Japan",140.402,41.142
"Taxus cuspidata","Sweden",11.950755,57.683237
"Taxus cuspidata","South Korea",126.5,33.383333
"Taxus cuspidata","Sweden",11.950755,57.683237
"Taxus cuspidata","Russia",134,44
"Taxus cuspidata","New Zealand",175,-39
"Taxus cuspidata","Sweden",11.950755,57.683237
"Taxus cuspidata","Japan",139.75,35.666667
"Taxus cuspidata","Japan",139.173889,36.903333
"Taxus cuspidata","Japan",140.8771,40.6592
"Taxus cuspidata","Japan",139.272852,35.646756
"Taxus cuspidata","Sweden",11.950755,57.683237
"Taxus cuspidata","Sweden",11.950755,57.683237
"Taxus cuspidata","Sweden",18.0471,59.37
"Taxus cuspidata","Japan",140.8771,40.6592
"Taxus cuspidata","Sweden",18.0471,59.37
"Taxus cuspidata","Japan",139.272852,35.646756
"Taxus cuspidata","Finland",24.861259,60.18286
"Taxus cuspidata","Georgia",44.85361,42.26472
"Taxus cuspidata","Sweden",11.950755,57.683237
"Taxus cuspidata","Canada",-123.25081,49.25408
"Taxus cuspidata","Germany",11.958226,51.474957
"Taxus cuspidata","New Zealand",170,-45
"Taxus cuspidata","Finland",24.750147,60.225914
"Taxus cuspidata","South Korea",126.5,33.383333
"Taxus cuspidata","Japan",142.383333,43.366667
"Taxus cuspidata","Japan",139.75,35.75
"Taxus cuspidata","Sweden",11.950755,57.683237
"Taxus cuspidata","Finland",25.057248,60.22179
"Taxus cuspidata","Finland",24.629127,60.151972
"Taxus cuspidata","South Korea",128.566667,37.766667
"Taxus cuspidata","Japan",140.25311,37.72205
"Taxus cuspidata","Japan",140.25311,37.72205
"Taxus cuspidata","Sweden",11.950755,57.683237
"Taxus cuspidata","South Korea",127.516667,35.383333
"Taxus cuspidata","Japan",133.4,35.35
"Taxus cuspidata","Finland",29.315556,61.806667
"Taxus cuspidata","United States",-73.878143,40.862412
"Taxus cuspidata","Finland",24.951862,60.175313
"Taxus cuspidata","Germany",10.874861,49.924922
"Taxus cuspidata","Sweden",11.950755,57.683237
"Taxus cuspidata","Sweden",11.950755,57.683237
"Taxus cuspidata","Japan",139.668546,35.638116
"Taxus cuspidata","Sweden",11.950755,57.683237
"Taxus cuspidata","Japan",138,36
"Taxus cuspidata","Sweden",18.0471,59.37
"Taxus cuspidata","Finland",25.055654,60.248701
"Taxus cuspidata","Russia",132.35,42.75
"Taxus cuspidata","Japan",140.25311,37.72205
