,country,lon,lat
825,Japan,139.83847,36.26287
826,France,7.5474,48.61835
827,Japan,134.283333,33.916667
828,Japan,135.79846,34.40693
830,Japan,135.79846,34.40693
832,Japan,134.111389,34.920278
833,United Kingdom,-3.95219,51.63756
834,Japan,133.829722,34.789444
836,Japan,140.049444,37.419167
837,Japan,135.79846,34.40693
839,France,7.05731,47.55483
841,Japan,139.065596,35.115793
845,Japan,141.44375,40.2875
846,Japan,135.79846,34.40693
847,Japan,140.682778,37.776111
848,Japan,140.084722,37.418333
849,Japan,139.053097,35.14079
851,Japan,138.347465,36.523896
852,Japan,138.347465,36.523896
858,Japan,138.347465,36.523896
859,Japan,143.205329,42.872246
860,United Kingdom,-2.22638,53.27177
862,United Kingdom,-2.22638,53.27177
863,Japan,143.205329,42.872246
864,United Kingdom,-2.22638,53.27177
865,Japan,143.205329,42.872246
869,United Kingdom,-2.22686,53.36166
870,Japan,135.79846,34.40693
874,Japan,140.072778,37.681667
875,Japan,141.66875,40.1875
876,Japan,139.05021,35.293769
877,Japan,138.47745,36.48485
878,Japan,135.79846,34.40693
879,Japan,135.79846,34.40693
880,Japan,138.856059,36.9274
881,Japan,138.8175,36.933889
882,Japan,139.246369,37.423219
883,Japan,135.79846,34.40693
884,Japan,139.050278,35.293889
887,United Kingdom,-2.37632,53.27139
889,Japan,140.688333,37.773611
891,Japan,135.79846,34.40693
892,United Kingdom,-2.37632,53.27139
894,Japan,135.74524,34.37744
895,Japan,135.72195,34.74726
896,Japan,141.63125,40.254167
898,Japan,140.535365,39.92207
899,Japan,135.79846,34.40693
900,Japan,134.30627,35.28893
901,Japan,134.141111,34.692222
902,Japan,134.30627,35.28893
903,Japan,135.67754,34.28943
904,Japan,135.79846,34.40693
906,Japan,135.79846,34.40693
907,United Kingdom,-2.22638,53.27177
908,United Kingdom,-3.80777,51.63987
914,Spain,-5.912,40.565
917,Japan,133.75,33.75
919,United States,-117.317222,33.970278
924,France,7.35953,47.99462
926,United Kingdom,-3.80644,58.56033
927,Australia,144.0916,-36.98610004
928,United Kingdom,-3.79253,58.55545
929,Japan,140.18948,35.99273
931,Japan,139.053098,35.124125
932,United Kingdom,-5.60378,55.93325
933,United States,-95.2445,38.9522
934,Japan,132.916667,33.6
936,United States,-104.9619,39.73193
937,Japan,140.217361,37.110222
938,Japan,140.217861,37.107333
939,Japan,133.1295965,33.56101128
940,Japan,140.096389,37.414167
941,Japan,133.132222,33.557778
944,United Kingdom,-1.3253,53.35997
945,Japan,140.217222,37.110833
947,Japan,135.79846,34.40693
948,France,7.5474,48.61835
949,Japan,134.572778,35.316389
950,Japan,134.5584408,35.32939461
951,Japan,139.053097,35.14079
952,Japan,134.5699401,35.319619
